country_name,date,"Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Container port traffic (TEU: 20 foot equivalent units),Electric power consumption (kWh per capita),Electric power transmission and distribution losses (% of output),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),ICT goods exports (% of total goods exports),ICT goods imports (% total goods imports),"ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)",Individuals using the Internet (% of population),"Industrial design applications, nonresident, by count","Industrial design applications, resident, by count",Investment in energy with private participation (current US$),Investment in ICT with private participation (current US$),Investment in transport with private participation (current US$),Investment in water and sanitation with private participation (current US$),Liner shipping connectivity index (maximum value in 2004 = 100),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Public private partnerships investment in energy (current US$),Public private partnerships investment in ICT (current US$),Public private partnerships investment in transport (current US$),Public private partnerships investment in water and sanitation (current US$),Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",Secure Internet servers,Secure Internet servers (per 1 million people),"Trademark applications, nonresident, by count","Trademark applications, resident, by count"
Small states,2008,,,,,,,,,,,8.65768439417069,2.86563266195077,14.3981745542329,45.4139605853777,0.0,10.5395088384076,1354018.0,4.14744808970923,4687515.0,13.7614691013754,,4.48001516012722,,2792378678.69618,19.7724364436029,,,,,,,,24962865.0,73.3294115180721,,,,,,,,29057.851476497,965.3455,,,,
Small states,2007,,,,,,,,,,,7.31089576742882,2.5089839090690402,11.4182982573582,44.7071535087381,0.0,12.8456917444005,1062283.0,3.5074672477615803,4603509.0,13.815095651415,1.5981567399619099,4.97966728341649,,1807486546.96425,17.1744025157816,,,,,,,,21297456.0,63.5697116698292,,,,,,,,29716.6629880446,965.3455,,,,
Small states,2006,,,,,,,,,,,7.64069633485514,2.99208956861697,11.5727325130502,44.2467127311909,0.0,15.0455481212846,787067.0,3.28970807776339,4472925.0,13.7228270120849,2.41591944363407,6.3801424762584,,1573963016.0361,15.0415428441469,,,,,,,,17043422.0,52.0030916082782,,,,,,,,30395.3453641758,965.3455,,,,
Small states,2005,,,,,,,,,,,7.8045952183354,2.7721109319181902,12.0050832631139,43.3213493286679,0.0,15.5240141954862,566368.0,1.96318603313334,4441982.0,13.8222973726186,3.00112871025415,6.88964293143937,,1554660601.07887,13.3864099834775,,,,,,,,13558052.0,42.1314373364123,,,,,,,,31028.3881423724,965.3455,,,,
Small states,2004,,,,,,,,,,,7.11730275716471,1.66183387216584,10.997582683071201,41.3361713249595,0.0,16.0266801912808,,,4325279.5,13.9374750810951,2.53890582967303,5.85304046817933,,1534391720.18857,11.9130883536362,,,,,,,,11028044.0,34.8375086891031,,,,,,,,31564.4628562344,965.3455,,,,
Small states,2003,,,,,,,,,,,7.13532787631925,1.88808467470325,11.3477415084033,40.7642503338592,0.0,16.0513910488921,,,4332219.0,14.169349641772,2.18477293465167,6.44578702948128,,,10.2246088990241,,,,,,,,8230081.0,26.9271617632023,,,,,,,,32149.2541079424,968.3455,,,,
Small states,2002,,,,,,,,,,,7.84784672959839,2.17849730624564,12.1296436856698,40.5292225164057,0.0,16.1805020977571,,,4221678.0,14.4474971376096,2.0595169909293,6.69462556138983,,,8.67746974856235,,,,,,,,6414802.0,21.9606220027852,,,,,,,,32635.5117269323,968.3455,,,,
Small states,2001,1282.711,19806596.0,429522.0,,,,,,,,8.16813214144636,2.10103925147143,11.862643000732,40.4218809449755,0.0,15.9590088369342,,,4273713.0,14.852868530416,,7.06880443022309,,,6.31201276544655,,,,,,,,4530784.0,15.7462934670996,,,,,,,,33135.4243747621,968.3455,,,,
Small states,2000,1307.918,20091826.0,411009.0,,,,,,,,7.69837777137047,2.0534342103932,12.2196779741057,39.5983854407136,0.0,16.1745324545596,,,4155264.0,14.6625638560355,3.361606227902,7.48555691820613,,,4.79832718514821,,,,,,,,3044952.0,10.7446369574042,,,,,,,,33655.6496137081,968.3455,,,,
Small states,1999,,18686500.0,417900.000976563,,,,,,,,8.257117093907,1.8115498080150498,10.6446406998562,39.2450514322745,0.0,16.8597499336627,,,3953961.0,14.1715689997911,,,,,3.05343308025286,,,,,,,,1625617.0,5.82644681711153,,,,,,,,34211.5607384065,968.3455,,,,
Small states,1998,,15925200.0,413100.0,,,,,,,,8.82972197814951,1.7474996582981501,10.2256139148158,39.794056870641,0.0,16.7115518202514,,,3754297.0,13.6724395798591,,,,,2.2279277591627498,,,,,,,,989310.0,3.6028799001736598,,,,,,,,34790.3242246223,968.3455,,,,
Small states,1997,787.6999902352,15107800.0,395800.0,,,,,,,,8.16058963183445,1.2345451934773801,9.76205180768228,39.1067909725492,0.0,16.8092472871157,,,3499449.0,12.9532788280599,,,,,1.24126856541821,,,,,,,,662205.0,2.4511647421494,,,,,,,,35368.7158738792,968.3455,,,,
Small states,1996,794.700007193,15011900.0,361500.0,,,,,,,,9.3698053267334,1.1961259034804699,9.83861966685993,38.6960880705053,0.0,16.736825219809,,,3195081.0,12.0191805454314,,,,,0.71458639350455,,,,,,,,445094.0,1.67434413916236,,,,,,,,35954.4744100493,968.3455,,,,
Small states,1995,844.8000027613,14804300.0,363800.0,,,,,,,,9.04584406102294,1.89046272297996,10.5989877255598,37.7550198732841,0.0,16.4470256899256,,,2916986.0,11.1493779572539,,,,,0.343854478460343,,,,,,,,291508.0,1.11895441016148,,,,,,,,36537.224014578,968.3455,,,,
Small states,1994,735.7000054123,14086600.0,345800.0,,,,,,,,8.3963661103774,2.77574764047747,9.84583508985641,37.7291884225132,0.0,15.1778526504015,,,2708206.0,10.5114380436628,,,,,0.138748567059046,,,,,,,,160027.0,0.630988897994544,,,,,,,,37093.250801185,968.3455,,,,
Small states,1993,548.7000040934,12380400.0,320100.0,,,,,,,,6.8319027475461,3.25587732391646,10.4665028927528,38.0089727676535,0.0,14.171181210963,,,2494917.0,9.83623794527417,,,,,0.045731430376675,,,,,,,,100051.0,0.39847192220826605,,,,,,,,38226.6452164272,982.3455,,,,
Small states,1992,464.9000005723,11807800.0,312600.0,,,,,,,,7.21367102062509,2.95254078051004,10.5045169477443,34.3226683697482,0.0,13.9219468963748,,,2273631.0,9.0998965787412,,,,,0.020692787737009003,,,,,,,,66696.0,0.269661166061243,,,,,,,,38798.461419792,982.3455,,,,
Small states,1991,383.5000038967,11625200.0,310900.0,,,,,,,,7.4813347554472,2.85616145273481,11.2438316562793,31.8303131290642,0.0,12.1250812255927,,,2079466.0,8.45807486064692,,,,,0.005135943069102001,,,,,,,,43332.0,0.179051281041468,,,,,,,,41505.9241373453,969.6355,,,,
Small states,1990,338.6999948696,10857400.0,292100.0,,,,,,,,6.59739055287397,2.53210364189212,8.37770228391651,30.7083506778427,0.0,11.3713873188619,,,1915747.0,7.94994673344004,,,,,0.0,,,,,,,,28168.0,0.11332605449055701,,,,,,,,42414.1192553358,969.6355,,,,
Small states,1989,321.099995412,10725700.0,289300.0,,,,,,,,7.19546143274957,2.50147231779658,9.15683014996654,29.6309328101048,0.0,7.81204706977372,,,1772735.5,7.5322038072646,,,,,,,,,,,,,13492.0,0.059141074526348,,,,,,,,43400.6950481423,969.6355,,,,
Small states,1988,304.10000176,10354200.0,287100.0,,,,,,,,7.10531999136131,2.06680596251693,9.19558065512527,29.612247721865,0.0,8.20796703272361,,,1670183.0,7.25222124841425,,,,,,,,,,,,,9573.0,0.042285522561772,,,,,,,,44407.890593882,969.6355,,,,
Small states,1987,253.9000006319,9861000.0,276100.0,,,,,,,,6.05034428265041,2.3144351119577102,9.23521553189939,29.4625900383522,0.0,8.07893651408435,,,1563979.0,6.9310317620934,,,,,,,,,,,,,6720.0,0.030287768953835004,,,,,,,,45367.4790342171,969.6355,,,,
Small states,1986,229.9999999404,9429300.0,278600.0,,,,,,,,4.58392101551481,1.63592960261146,9.45399221963157,30.0858594659476,0.0,7.98028741632328,,,1453887.0,6.5762561694298505,,,,,,,,,,,,,3260.0,0.014992686461910001,,,,,,,,46349.3148645214,969.6355,,,,
Small states,1985,221.0999973195,8994900.0,275400.0,,,,,,,,5.41970422828577,1.7685434693973598,9.63450942905544,30.2668238405443,0.0,7.55839318237158,,,1324476.0,6.11763277856232,,,,,,,,,,,,,0.0,0.0,,,,,,,,47386.4351814588,969.6355,,,,
Small states,1984,208.5000022949,8456300.0,249500.0,,,,,,,,5.47489942277418,1.25001241828864,10.0437297972093,29.5465413495661,0.0,8.4097694109995,,,1203928.0,5.68058196764392,,,,,,,,,,,,,0.0,0.0,,,,,,,,48446.9706962518,969.6355,,,,
Small states,1983,162.4999988602,7544700.0,233700.0,,,,,,,,6.39518994260727,1.40976270883351,11.8889079507043,24.4349780151975,0.0,10.5118670068727,,,1107493.0,5.32626577888151,,,,,,,,,,,,,0.0,0.0,,,,,,,,49509.6093428402,969.6355,,,,
Small states,1982,142.1000006277,7466000.0,218200.0,,,,,,,,6.19376560051083,1.33209766513232,12.0496921404686,23.8155895609743,0.0,11.1345989618125,,,994347.0,4.9503507227951395,,,,,,,,,,,,,0.0,0.0,,,,,,,,50600.6889707896,969.6355,,,,
Small states,1981,,7233400.0,186700.0,,,,,,,,6.73800259403372,1.35555623328839,12.0253043416061,23.3712129576977,0.0,11.620902124038,,,908419.1,4.7125997137883004,,,,,,,,,,,,,0.0,0.0,,,,,,,,51701.2837349056,969.6355,,,,
Small states,1980,,5689200.0,183100.0,,,,,,,,6.75145348837209,0.0,12.4231891001795,22.0922796589952,0.0,12.2902084844592,,,782807.0,4.97893797026132,,,,,,,,,,,,,0.0,0.0,,,,,,,,52818.3719714231,969.6355,,,,
Small states,1979,,5196500.0,158000.0,,,,,,,,6.67834116055082,0.0,12.7789571085577,20.5636187424752,0.0,13.342396429181,,,727498.0,4.75448833096213,,,,,,,,,,,,,0.0,0.0,,,,,,,,53986.4493182901,969.6355,,,,
Small states,1978,,,,,,,,,,,6.45630626534509,0.0,13.4821340400101,18.2111709881137,0.0,14.6687720149509,,,670536.0,4.43487658938558,,,,,,,,,,,,,0.0,0.0,,,,,,,,55211.1878733886,969.6355,,,,
Small states,1977,,,,,,,,,,,6.40774799452162,0.0,14.1886889376856,16.8785101141194,0.0,15.3616582422951,,,625283.0,4.22422018338608,,,,,,,,,,,,,0.0,0.0,,,,,,,,56517.3891274457,969.6355,,,,
Small states,1976,,,,,,,,,,,6.83229813664596,0.0,14.167271253758,16.3238447668301,0.0,15.9040737667187,,,583869.0,3.85822046082958,,,,,,,,,,,,,0.0,0.0,,,,,,,,57870.6136608919,969.6355,,,,
Small states,1975,,,,,,,,,,,6.65610142630745,0.0,15.0393681504815,15.0217576491343,0.0,16.5714817676851,,,551069.0,3.67769412647684,,,,,,,,,,,,,0.0,0.0,,,,,,,,59224.6931053462,969.6355,,,,
Small states,1974,,,,,,,,,,,6.09154929577465,0.0,14.3950284302401,13.151641600773,0.0,19.1990229986359,,,306300.0,2.21775395294034,,,,,,,,,,,,,,,,,,,,,,60556.7708934445,969.6355,,,,
Small states,1973,,,,,,,,,,,6.46246246246246,0.0,13.7951782976458,12.6094292196511,0.0,20.1056770493152,,,306300.0,2.22416383600869,,,,,,,,,,,,,,,,,,,,,,61837.7485608231,969.6355,,,,
Small states,1972,,,,,,,,,,,5.9260259179265695,0.0,12.597256599329,13.6762785784253,0.0,20.5209180000422,,,306300.0,2.22978594769767,,,,,,,,,,,,,,,,,,,,,,63105.2572252093,969.6355,,,,
Small states,1971,,,,,,,,,,,6.00153491941673,0.0,12.823549006174,13.8804755236858,0.0,20.1481236834758,,,306300.0,2.2354980006427,,,,,,,,,,,,,,,,,,,,,,64371.2521184112,969.6355,,,,
Small states,1970,,,,,,,,,,,11.0887096774194,,,,,,,,304707.0,2.61496833143273,,,,,,,,,,,,,0.0,0.0,,,,,,,,65646.3576846722,969.6355,,,,
Small states,1969,,,,,,,,,,,15.443592552026299,,,,,,,,194256.0,1.65648066890301,,,,,,,,,,,,,,,,,,,,,,66921.2031682606,969.6355,,,,
Small states,1968,,,,,,,,,,,17.2839506172839,,,,,,,,194256.0,1.66382442330662,,,,,,,,,,,,,,,,,,,,,,68229.3423983467,969.6355,,,,
Small states,1967,,,,,,,,,,,17.8470254957507,,,,,,,,194256.0,1.67144797558997,,,,,,,,,,,,,,,,,,,,,,69606.3130384807,969.6355,,,,
Small states,1966,,,,,,,,,,,15.929203539823,,,,,,,,194256.0,1.67845805365575,,,,,,,,,,,,,,,,,,,,,,70979.0341348634,969.6355,,,,
Small states,1965,,,,,,,,,,,15.6342182890855,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,72321.2272558403,969.6355,,,,
Small states,1964,,,,,,,,,,,14.6842878120411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73687.4355135053,969.6355,,,,
Small states,1963,,,,,,,,,,,15.7012195121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75155.3180168124,969.6355,,,,
Small states,1962,,,,,,,,,,,14.975845410628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76715.2076713665,969.6355,,,,
Small states,1961,,,,,,,,,,,14.759535655058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85905.3234324635,858.2605,,,,
Small states,1960,,,,,,,,,,,16.6969147005445,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
South Asia,2022,,,,,,,,,,,,,,,,,,,,,,,44.8199462312444,148329261807.902,,,,,,,,,,,,,,,,,,,,,,,
South Asia,2021,1511.178861431,96661876.408,877794.064,,,,,,34006870.0,,,,,,,,45414226.0,2.38830041150033,32068147.0,1.68644002994695,1.9926590270132,8.81034190152028,47.359914756481,122753850641.566,42.847274179231,,,1871240000.0,,6473310000.0,348890000.0,,1620342195.0,85.2125924216867,1871240000.0,,6473310000.0,348890000.0,,,,,,,,,
South Asia,2020,1351.631846449,79675683.589,714804.484,91.2544979114224,6.81173309439253,1.93376899420717,46.2131441140562,916.0277,30485569.0,,,,,,,,38590731.0,2.0501600779808,27836154.0,1.47881551269998,1.84302931575675,10.0991720005665,46.556724807108,102814402749.477,39.2417485565347,4040.0,10748.0,7359750000.0,,2722860000.0,,,1597697995.0,84.8788442529692,7359750000.0,,2722860000.0,,,,,1052.9331772924,1982.18,,381.752419117401,52435.0,428779.0
South Asia,2019,2720.10183757992,190986478.280317,1427588.0,91.2169001847149,6.83316198348982,1.9499378318163,45.5835342905286,903.5477,31121268.2,,,,,,,,32055545.0,1.7220783826042299,28458766.0,1.52885329891053,1.7936265443488,8.62013613763046,40.6279326139841,97562538509.0922,27.9903611896852,4648.0,11812.0,4706360000.0,,7619100000.0,,,1573644147.0,84.5388393093826,4706360000.0,,7619100000.0,,,,,1064.77308887667,1982.18,,309.439439099165,63540.0,369887.0
South Asia,2018,3447.40890462801,189594450.62766,1476056.363,91.2638263543848,6.80641633225831,1.92975731337929,46.3720600550909,919.1777,30274800.5,,,,,,,,30795698.0,1.67327474055338,29694379.0,1.61343491294933,1.09984389970799,8.42439487738587,38.0425216181215,87732249470.8919,20.2264589070199,4016.0,11506.0,3112110000.0,,8966520000.0,910300000.0,,1584779371.0,86.1084977084907,3112110000.0,,8966520000.0,910300000.0,,,,1076.95913242722,1982.18,,169.69911135463,64891.0,343661.0
South Asia,2017,3116.1558330873,162908959.550311,1313166.0,91.2849974510174,6.79434982926628,1.92065271973925,46.7368099768941,926.4077,27600833.0,,,,,,,,29260658.0,1.60867287738755,30507486.0,1.67722015239391,0.803214015183882,8.8129669431665,39.0653896778286,81389631729.3018,18.0122216824921,3894.0,9800.0,8017380000.0,,3782480000.0,50880000.0,,1554228849.0,85.4473537176186,8017380000.0,,3782480000.0,50880000.0,,,,1089.74965758455,1982.18,,116.506860091416,58207.0,286383.0
South Asia,2016,2567.84850741175,142492664.0,1173973.0,91.2844162502955,6.79468108561886,1.92090266410862,46.7267200758761,926.2077,25001807.0,,,,,,,,28905009.0,1.6084496647848199,31769047.0,1.76782207519839,0.8825515673663891,8.52533744142119,43.5118313779813,79391679433.8228,16.2037129165709,4306.0,8795.0,3571400000.0,,2623120000.0,,,1481310847.0,82.4291020043195,3571400000.0,,2623120000.0,,,4774.0,21201.0,1103.0049353909,1982.18,,35.3191063648085,69563.0,310393.0
South Asia,2015,2499.72168401663,120221878.0,1026248.0,91.2760482895531,6.79945041925741,1.92450129121222,46.5819299962667,923.3377,22360056.0,,,66.0671786763114,11.4885862263051,9.10010203916926,,4.80990341087581,24615627.0,1.3863700723797,34210201.0,1.92674348022645,0.745690005676773,7.45720030204506,44.5821813651363,78957561740.2985,14.1987495019925,3776.0,8884.0,3270280000.0,,2397220000.0,18500000.0,,1330871634.0,74.9556614470563,3270280000.0,,2397220000.0,18500000.0,,1997.5,14499.5,1116.37823826032,1982.18,,9.59367308242756,54367.0,291901.0
South Asia,2014,2688.20290442526,102251106.643424,966479.12,91.270098008746,6.80284179205249,1.9270601992240501,46.4795175009333,921.3077,20873459.0,694.229203367725,18.8367793271604,65.0980152935596,12.4223203852016,9.01915126378654,2.7697649262887998,5.03361338080159,21716379.0,1.2380845968121301,36567517.0,2.0847711091412,0.901762249483377,5.9024442792282,43.5455255795653,77339357038.4379,12.8305507094651,3358.0,7888.0,3505615000.0,,2931650000.0,,,1271478661.0,72.4889791719549,3505615000.0,,2931650000.0,,,1090.0,19779.0,1130.07169572824,1982.18,,6.93431577109172,47684.0,231592.0
South Asia,2013,2727.84579657044,93893397.487732,900742.4,,,,,,18795111.0,663.33391813362,18.0786220895102,62.9289475085986,13.8510029323379,9.67736573135087,2.85523754577639,5.31898555471773,18859246.0,1.08906977786143,40166877.0,2.31952707966988,1.30860280285301,5.1808366356592,44.8987248569531,74774223818.3327,11.3030458223026,3709.0,6894.0,3495300000.0,,5136400000.0,135100000.0,,1190248700.0,68.7336008576658,3343100000.0,,5136400000.0,135100000.0,,472.1205,8253.0,1144.65463290116,1982.18,,5.05692753449003,32996.0,215223.0
South Asia,2012,2545.93913011706,89645445.1785226,864800.192205104,,,,,,18059579.0,627.478500395717,18.4405414946668,62.2729984954533,12.5021547786262,11.8445487534365,2.88780188435297,5.43703815052649,17720391.0,1.03706450536129,42185378.0,2.4688483554982,1.6268378644939299,4.89074182339614,42.3243097704746,69261617457.2893,10.0980444993938,3672.0,6977.0,13500500000.0,,22034800000.0,115600000.0,,1134455172.0,66.3926203399348,13158800000.0,,22034800000.0,115600000.0,,492.2405,8787.0,1160.04693278176,1982.18,,3.73557374806827,28845.0,208105.0
South Asia,2011,2640.97302350698,91031850.071816,894201.031775018,,,,,,17912243.0,606.560866538843,18.8351808770075,57.9644598292787,14.5918225463816,14.5133354955744,3.0260223120263,5.45847622954936,15470515.0,0.9344079831982971,44053703.0,2.6146213538792002,1.8083559133704599,5.37036998311684,41.2055010596609,63790609807.6232,9.22073937359425,3419.0,7465.0,23125117000.0,,18167500000.0,,,1133612137.0,67.2807573132345,22098317000.0,,18167500000.0,,,1225.0,14335.5,1176.43916444452,1982.18,,1.9176234955050702,35778.0,205978.0
South Asia,2010,2582.29993877319,78888194.8863276,799070.004661475,,,,,,16993531.0,562.952846194001,19.2043409572399,57.8082289114359,14.4297039931646,15.529158480783,2.60482090338697,5.62660970183878,12508277.0,0.7532628375078061,46941326.0,2.82686068079447,1.65353946641531,5.65745507306363,41.7539562488174,55634019835.0336,7.1692075913464,2815.0,5952.0,35501140000.0,,17172800000.0,,,956959112.0,57.6291791693912,30469390000.0,,17172800000.0,,,,,1193.69160993336,1982.18,,1.3953240675496699,22482.0,183919.0
South Asia,2009,1824.817,64195666.0,700428.0,,,,,,14774961.2,528.366774501575,20.6454380645325,57.3444402739182,13.8471972105471,16.6069660024438,2.00586800653357,6.35002097488691,8660474.0,0.529235666162965,48749686.0,2.97906010028249,2.7997703178794398,6.73528631534964,47.3323891529336,49576273160.8912,5.14247314120649,1903.0,5494.0,26427880000.0,,4871750000.0,23530000.0,,703991350.0,43.0204317955014,22439330000.0,,4871750000.0,23530000.0,,,,1211.29669408265,1982.18,,,14611.0,157299.0
South Asia,2008,1976.919,60323625.0,691007.0,,,,,,14442773.0,496.458846016538,20.9084848521691,58.3807649250206,15.2977516294153,14.7804319945959,1.66001810668841,6.54886925606886,5629923.0,0.34909724582731505,47987065.0,3.02512847313243,0.8448888556048211,4.12118979218653,43.3554530685988,51250392342.8615,4.43226331913669,2541.0,5492.0,14438930000.0,,5557040000.0,75900000.0,,503420161.0,31.2158073477115,13732530000.0,,5557040000.0,75900000.0,,6187.0,24731.0,1229.09954339347,1982.18,,,21887.0,138926.0
South Asia,2007,1722.158,62460543.0,666865.0,,,,,,14047141.0,485.210478226012,21.8359327131377,55.5519834573161,16.8713941646738,16.0533809419624,2.06035666379199,6.4885705616434,3303988.0,0.20795846846557,48749230.0,3.11785289859383,1.0136513856488,6.98412939388546,40.8818002012702,39310511924.7126,4.00762401449404,2760.0,5248.0,11962550000.0,,4505620000.0,142250000.0,,347230170.0,21.8458687959642,10757850000.0,,4505620000.0,142250000.0,,3115.0,15606.5,1247.08184888941,1982.18,,,18148.0,135613.0
South Asia,2006,1793.273,51488173.0,548761.0,,,,,,11898747.0,459.791064188984,22.8840547355151,55.9682550437623,17.3878895581948,15.3935866365971,2.28561290166806,6.31670145029041,2357243.0,0.165700706915966,49703341.0,3.22654697690427,0.9636372801660321,7.54969549170306,40.0797148105382,30713446358.4482,3.02063649719987,2140.0,5464.0,5873650000.0,,10068470000.0,,,229130635.0,14.6325867593635,5024780000.0,,9944770000.0,,,,,1265.84648221325,1982.18,,,24089.0,108248.0
South Asia,2005,1683.023,38307149.0,419742.0,,,,,,9932668.0,423.954397617487,24.3977918543067,55.9388860515126,16.9985036723747,16.4462149985965,2.31430802838976,6.03217938195349,1387080.0,0.10099585564124301,58268270.0,3.84139272789793,0.9661687277312541,7.51064682656843,39.1574429794893,,2.58691677115274,1886.0,5050.0,1965640000.0,,1590510000.0,,,116939914.0,7.58727388098178,1219700000.0,,1590510000.0,,,2915.5,14297.8,1286.07436301164,1982.18,,,19777.0,93362.0
South Asia,2004,1610.556,33660738.0,391577.0,,,,,,8537181.0,406.558535374625,24.924467921228,56.9827629044275,15.0455998854069,17.5355047569961,2.43663500601298,5.96733217038571,256367.0,0.021733187308294002,53002176.0,3.55206886541924,1.20875617748719,7.46374754649131,39.5073327217887,,2.22430759837525,1205.0,4453.0,4379770000.0,,1158400000.0,110750000.0,,63084788.0,4.16208109336284,2443570000.0,,1158400000.0,110750000.0,,2846.0,13863.5,1307.76279963307,1982.18,,,26418.0,79644.0
South Asia,2003,1345.932,27975359.0,338691.0,,,,,,7288887.0,385.122990844519,26.0799724703886,57.4476873957226,14.8349186909497,16.863348706428,2.54155322234342,6.44363084108973,144282.0,0.012689536452306001,48190713.0,3.23567002530532,1.36296173275299,7.39111079289591,43.0182817491265,,1.8742511730768099,689.0,4110.0,977980000.0,,579140000.0,,,39203391.0,2.63223408158974,897680000.0,,579140000.0,,,2882.5,13282.0,1332.90981306524,1985.18,,,,
South Asia,2002,1273.614,25502242.0,299963.0,,,,,,5557320.0,366.88113085315,26.1907262621467,59.2075481146834,13.3591839212977,14.7763696421711,2.93033900401764,8.03631257003381,83191.0,0.0074429457170390005,46973502.0,3.21280768637087,1.39489970357565,6.44483103788726,40.2576642295039,,1.47690181466886,662.0,4168.0,431070000.0,,750970000.0,,,16793719.0,1.14862608034088,51250000.0,,605400000.0,,,4573.0,12430.5,1357.78711219084,1985.18,,,,
South Asia,2001,1289.953,26775369.0,294067.0,,,,,,5856543.0,352.928120362976,27.5362234413616,58.9262720825186,14.2188533794041,13.8477662424496,3.13916930546116,8.32169755238027,50327.0,0.004583969545547,43552119.0,3.03644105435085,1.75970150074009,5.60994050115003,39.7799068516884,,0.67068291101365,675.0,4638.0,859500000.0,1258500000.0,350800000.0,2100000.0,,8506448.0,0.593067077477571,859500000.0,699400000.0,350800000.0,2100000.0,,4520.0,11899.1,1384.06171509421,1985.18,,,,
South Asia,2000,1375.516,26822530.0,296548.0,,,,,,4639518.0,351.813531605917,26.5523875102305,58.3907253566337,14.5401839541863,13.7195190680294,2.82611984028391,9.10836337751697,,,37082775.0,2.63569379112742,1.5547336186329201,5.12041751238343,26.8401622985833,,0.47542066184492504,640.0,3770.0,1987380000.0,,96400000.0,,,4610654.0,0.32770665400256604,1862500000.0,,96400000.0,,,3612.0,11217.85,1410.98572039706,1985.18,,,,
South Asia,1999,1220.6000027656,25506900.0,291800.0,,,,,,,348.260713109553,25.5025549898842,57.17504217755,16.652598686958,14.1996008080176,2.13293291614286,8.49078585390107,,,30803630.0,2.23234954020516,,,,,0.226072840294976,503.0,3630.0,2620950000.0,,706700000.0,,,2564006.0,0.185814386759095,2328850000.0,,706700000.0,,,2433.0,11329.15,1438.66669601812,1985.18,,,,
South Asia,1998,1275.8999853135,25389700.0,323400.0,,,,,,,341.626069767216,22.8712007253045,56.6585616901328,18.7238820882183,13.4897093981119,2.05224091276989,7.91557020582448,,,25458631.0,1.88185262584306,,,,,0.11699040152353402,636.0,3740.0,1389300000.0,,301600000.0,,,1642304.0,0.121395926439991,1245300000.0,,301600000.0,,,2671.5,11314.75,1467.40655195643,1985.18,,,,
South Asia,1997,1384.3000102043,25538500.0,314700.0,,,,,,,335.045056408124,21.0075858265296,58.4204204495854,18.2565940429533,11.7756634305047,1.8727742351686198,8.51827546552887,,,21262340.0,1.60348506275569,,,,,0.060038243670659006,538.0,3171.0,1511200000.0,881700000.0,523700000.0,,,1159044.0,0.08740852323053,1502900000.0,508200000.0,523700000.0,,,2705.5,11433.8,1497.11013769331,1985.18,,,,
South Asia,1996,1324.7000150679,22444800.0,284100.0,,,,,,,322.402031050236,20.7597120418344,59.6048041574683,18.1059157055401,11.0607010328389,1.7955287299818,8.28665967226705,,,17653554.0,1.35858510085518,,,,,0.040563748180544,721.0,2507.0,4080000000.0,940500000.0,182000000.0,,,471054.0,0.036251450845217005,3789000000.0,,12200000.0,,,2929.5,11329.5,1527.7580774498,1985.18,,,,
South Asia,1995,1453.4000267983,23175700.0,298700.0,,,,,,,321.48096865397,19.1495735001136,59.0753242316625,20.2640155996649,10.795861609500701,1.68526690623533,7.10380315986878,,,14728124.0,1.15707294692926,,,,,0.019977266630113,601.0,2581.0,2808600000.0,379400000.0,,,,171460.0,0.013470264359039,2808600000.0,,,,,3175.0,10796.0,1559.59990067923,1985.18,,,,
South Asia,1994,1304.099983409,20433000.0,257300.0,,,,,,,306.137312213136,18.392162750871,57.0301190681757,24.0167420626875,9.60174047633168,1.32722399608876,7.0108630441227,,,12189371.0,0.9781565353784841,,,,,0.0008512782808730001,310.0,3084.0,2072500000.0,546700000.0,125000000.0,,,54948.0,0.0044093944702560004,2072500000.0,,125000000.0,,,,,1593.04100933714,1985.18,,,,
South Asia,1993,957.8999891282,18013800.0,228400.0,,,,,,,288.816187396853,18.621316748471,58.8277082989206,22.1483719243676,9.6496158216535,1.37163592951021,7.00942025046566,,,10073239.0,0.8262306075919591,,,,,0.00016577339439600002,272.0,2452.0,1050700000.0,,,,,31187.0,0.002558030588945,1047700000.0,,,,,,,1639.77416422392,1999.18,,,,
