,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Shortdefinition,Generalcomments,Notesfromoriginalsource,Relatedsourcelinks,Unitofmeasure,DataQuality,Derivationmethod,Otherweblinks
55,DT.NFL.UNEP.CD,DT.NFL.UNEP.CD,"Net official flows from UN agencies, UNEP (current US$)","Net official flows from UN agencies, UNEP",current US$,DT.NFL.UNEP.CD,Sum,,"Net official flows from UN agencies, UNEP (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
56,DT.NFL.UNFP.CD,DT.NFL.UNFP.CD,"Net official flows from UN agencies, UNFPA (current US$)","Net official flows from UN agencies, UNFPA",current US$,DT.NFL.UNFP.CD,Sum,,"Net official flows from UN agencies, UNFPA (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
57,DT.NFL.UNCR.CD,DT.NFL.UNCR.CD,"Net official flows from UN agencies, UNHCR (current US$)","Net official flows from UN agencies, UNHCR",current US$,DT.NFL.UNCR.CD,Sum,,"Net official flows from UN agencies, UNHCR (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
58,DT.NFL.UNCF.CD,DT.NFL.UNCF.CD,"Net official flows from UN agencies, UNICEF (current US$)","Net official flows from UN agencies, UNICEF",current US$,DT.NFL.UNCF.CD,Sum,,"Net official flows from UN agencies, UNICEF (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
59,DT.NFL.UNID.CD,DT.NFL.UNID.CD,"Net official flows from UN agencies, UNIDIR (current US$)","Net official flows from UN agencies, UNIDIR",current US$,DT.NFL.UNID.CD,Sum,,"Net official flows from UN agencies, UNIDIR (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
60,DT.NFL.UNPB.CD,DT.NFL.UNPB.CD,"Net official flows from UN agencies, UNPBF (current US$)","Net official flows from UN agencies, UNPBF",current US$,DT.NFL.UNPB.CD,Sum,,"Net official flows from UN agencies, UNPBF (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
61,DT.NFL.UNRW.CD,DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)","Net official flows from UN agencies, UNRWA",current US$,DT.NFL.UNRW.CD,Sum,,"Net official flows from UN agencies, UNRWA (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
62,DT.NFL.UNTA.CD,DT.NFL.UNTA.CD,"Net official flows from UN agencies, UNTA (current US$)","Net official flows from UN agencies, UNTA",current US$,DT.NFL.UNTA.CD,Sum,,"Net official flows from UN agencies, UNTA (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
63,DT.NFL.UNWT.CD,DT.NFL.UNWT.CD,"Net official flows from UN agencies, UNWTO (current US$)","Net official flows from UN agencies, UNWTO",current US$,DT.NFL.UNWT.CD,Sum,,"Net official flows from UN agencies, UNWTO (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
64,DT.NFL.WFPG.CD,DT.NFL.WFPG.CD,"Net official flows from UN agencies, WFP (current US$)","Net official flows from UN agencies, WFP",current US$,DT.NFL.WFPG.CD,Sum,,"Net official flows from UN agencies, WFP (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. OOF are transactions by the official sector whose main objective is other than development-motivated, or, if development-motivated, whose grant element is below the 25 per cent threshold which would make them eligible to be recorded as ODA. The main classes of transactions included here are official export credits, official sector equity and portfolio investment, and debt reorganization undertaken by the official sector at nonconcessional terms (irrespective of the nature or the identity of the original creditor). UN agencies are United Nations includes the United Nations Children’s Fund (UNICEF), United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), World Food Programme (WFP), International Fund for Agricultural Development (IFAD), United Nations Development Programme(UNDP), United Nations Population Fund (UNFPA), United Nations Refugee Agency (UNHCR), Joint United Nations Programme on HIV/AIDS (UNAIDS), United Nations Regular Programme for Technical Assistance (UNTA), United Nations Peacebuilding Fund (UNPBF), International Atomic Energy Agency (IAEA), World Health Organization (WHO), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization of the United Nations (FAO), International Labour Organization (ILO), United Nations Environment Programme (UNEP), World Tourism Organization (UNWTO) and United Nations Institute for Disarmament Research (UNIDIR). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",,Economic Policy & Debt: Official development assistance,Net official flows from UN agencies are the net disbursements of total official flows from the UN agencies. Total official flows are the sum of Official Development Assistance (ODA) or official aid and Other Official Flows (OOF) and represent the total disbursements by the official sector at large to the recipient country. Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. Data are in current U.S. dollars.,,,,,,,
