,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,Generalcomments,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,BasePeriod,Shortdefinition
30,IC.CRD.INFO.XQ,IC.CRD.INFO.XQ,Depth of credit information index (0=low to 8=high),Depth of credit information index,0=low to 8=high,IC.CRD.INFO.XQ,Unweighted average,"Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy.

There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers' credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers' creditworthiness. Lenders look at a borrower's credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.

The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.",Data are presented for the survey year instead of publication year.,Depth of credit information index (0=low to 8=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq","Depth of credit information index measures rules affecting the scope, accessibility, and quality of credit information available through public or private credit registries. The index ranges from 0 to 8, with higher values indicating the availability of more credit information, from either a public registry or a private bureau, to facilitate lending decisions.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme","For Doing Business 2015, the credit information index has expanded with two new measurements, namely whether (1) banks and financial institutions access credit bureaus and credit registries' databases through an online platform or system-to-system connection; and (2) bureau or registry credit scores are offered as a value added service to help banks and financial institutions to assess the creditworthiness of borrowers. Furthermore, if the credit bureau or registry is not operational or covers less than 5% of the adult population, the score on the depth of credit information index is 0. (Previously, the coverage threshold to score on the credit information index was 0.1%. In Doing Business 2015 this threshold has been increased to 5%.)

Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. For more information on methodology, see http://www.doingbusiness.org/Methodology/getting-credit#legalRights.",Private Sector & Trade: Business environment,,
31,FS.AST.DOMS.GD.ZS,FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP),Domestic credit provided by financial sector,% of GDP,FS.AST.DOMS.GD.ZS,Weighted average,"Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,Domestic credit provided by financial sector (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"In a few countries governments may hold international reserves as deposits in the banking system rather than in the central bank. Since claims on the central government are a net item (claims on the central government minus central government deposits), the figure may be negative, resulting in a negative figure for domestic credit provided by the banking sector.","Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.",Annual,"International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.","Domestic credit provided by the financial sector as a share of GDP measures banking sector depth and financial sector development in terms of size. The data on domestic credit provided by the financial sector are taken from the financial corporations survey (line 52) of the International Monetary Fund's (IMF) International Financial Statistics or, when unavailable, from its depository corporations survey (line 32). The financial sector includes monetary authorities (the central bank) and deposit money banks, as well as other financial institutions where data are available (including institutions that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other banking institutions are savings and mortgage loan institutions, finance companies, development banks, and building and loan associations.",Financial Sector: Assets,,
32,FS.AST.PRVT.GD.ZS,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),Domestic credit to private sector,% of GDP,FS.AST.PRVT.GD.ZS,Weighted average,"Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.",,Domestic credit to private sector (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.",Annual,"International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.","Credit is an important link in money transmission; it finances production, consumption, and capital formation, which in turn affect economic activity. The data on domestic credit provided to the private sector are taken from the financial corporations survey (line 52D) of the International Monetary Fund's (IMF) International Financial Statistics or, when unavailable, from its depository survey (line 32D). The banking sector includes monetary authorities (the central bank) and deposit money banks, as well as other financial corporations where data are available (including institutions that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.",Financial Sector: Assets,,
33,FD.AST.PRVT.GD.ZS,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP),Domestic credit to private sector by banks,% of GDP,FD.AST.PRVT.GD.ZS,Weighted average,"Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.",,Domestic credit to private sector by banks (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,"Domestic credit to private sector by banks refers to financial resources provided to the private sector by other depository corporations (deposit taking corporations except central banks), such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.",Annual,"International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.","Credit is an important link in money transmission; it finances production, consumption, and capital formation, which in turn affect economic activity. The data on domestic credit provided to the private sector by banks are taken from the other depository corporations survey (line 22D) of the International Monetary Fund's (IMF) International Financial Statistics. The other depository corporations include all deposit taking corporations (deposit money banks) except monetary authorities (the central bank).",Financial Sector: Assets,,
34,BN.KLT.DINV.CD,BN.KLT.DINV.CD,"Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net","BoP, current US$",BN.KLT.DINV.CD,,,"Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards. In BPM6, the headings of the financial account have been changed from credits and debits to net acquisition of financial assets and net incurrence of liabilities; i.e., all changes due to credit and debit entries are recorded on a net basis separately for financial assets and liabilities. Financial account balances are calculated as the change in assets minus the change in liabilities; signs are reversed from previous editions.","Foreign direct investment, net (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows total net FDI. In BPM6, financial account balances are calculated as the change in assets minus the change in liabilities. Net FDI outflows are assets and net FDI inflows are liabilities. Data are in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",,Economic Policy & Debt: Balance of payments: Capital & financial account,,
35,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows",% of GDP,BX.KLT.DINV.WD.GD.ZS,Weighted average,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Foreign direct investment, net inflows (% of GDP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows net inflows (new investment inflows less disinvestment) in the reporting economy from foreign investors, and is divided by GDP.",Annual,"International Monetary Fund, International Financial Statistics and Balance of Payments databases, World Bank, International Debt Statistics, and World Bank and OECD GDP estimates.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.",Economic Policy & Debt: Balance of payments: Capital & financial account,,
36,BX.KLT.DINV.CD.WD,BX.KLT.DINV.CD.WD,"Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net inflows","BoP, current US$",BX.KLT.DINV.CD.WD,Sum,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Foreign direct investment, net inflows (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Foreign direct investment refers to direct investment equity flows in the reporting economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. Data are in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.",Economic Policy & Debt: Balance of payments: Capital & financial account,,
37,BM.KLT.DINV.WD.GD.ZS,BM.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net outflows",% of GDP,BM.KLT.DINV.WD.GD.ZS,Weighted average,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Foreign direct investment, net outflows (% of GDP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world, and is divided by GDP.",Annual,"International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.",Economic Policy & Debt: Balance of payments: Capital & financial account,,
38,BM.KLT.DINV.CD.WD,BM.KLT.DINV.CD.WD,"Foreign direct investment, net outflows (BoP, current US$)","Foreign direct investment, net outflows","BoP, current US$",BM.KLT.DINV.CD.WD,Sum,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.",Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Foreign direct investment, net outflows (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world. Data are in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.",Economic Policy & Debt: Balance of payments: Capital & financial account,,
39,NY.GDP.DEFL.ZS.AD,NY.GDP.DEFL.ZS.AD,GDP deflator: linked series (base year varies by country),GDP deflator: linked series,base year varies by country,NY.GDP.DEFL.ZS.AD,,,,GDP deflator: linked series (base year varies by country),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"The GDP implicit deflator is calculated as the ratio of GDP in current local currency to GDP in constant local currency. This series has been linked to produce a consistent time series to counteract breaks in series over time due to changes in base years, source data and methodologies. Thus, it may not be comparable with other national accounts series in the database for historical years. The base year varies by country.",Annual,"World Bank staff estimates based on World Bank national accounts data archives, OECD National Accounts, and the IMF WEO database.","The accuracy of national accounts estimates and their comparability across countries depend on timely revisions to data on GDP and its components. The frequency of revisions to GDP data varies: some countries revise numbers monthly, others quarterly or annually, and others less frequently. Such revisions are usually small and based on additional information received during the year. However, larger revisions are required from time to time to rebase the national accounts and allow for incorporation of new methodologies and data sources.

Comprehensive revisions of GDP data often (but not always) result in upward adjustments to GDP and other major aggregates as improved data sources increase the coverage of the economy. And estimates of GDP growth may change as new weights are introduced. These revisions will cause breaks in series unless they are applied consistently to historical data. For constant price series a break caused by rebasing can be eliminated by linking the old series to the new using historical growth rates.

This implicit GDP deflator series has been linked to produce a consistent time series. It has been calculated by utilizing the change in the implicit GDP deflator in the WDI Archive and IMF WEO databases. Thus, earlier years (linked years) will not be comparable with other national accounts series in the database. Data are available for World Bank operational countries only.",Financial Sector: Exchange rates & prices,,
40,FP.CPI.TOTL.ZG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)","Inflation, consumer prices",annual %,FP.CPI.TOTL.ZG,Median,,,"Inflation, consumer prices (annual %)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.",Annual,"International Monetary Fund, International Financial Statistics and data files.",,Financial Sector: Exchange rates & prices,,
41,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.DEFL.KD.ZG.AD,"Inflation, GDP deflator: linked series (annual %)","Inflation, GDP deflator: linked series",annual %,NY.GDP.DEFL.KD.ZG.AD,,,,"Inflation, GDP deflator: linked series (annual %)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Inflation as measured by the annual growth rate of the GDP implicit deflator shows the rate of price change in the economy as a whole. This series has been linked to produce a consistent time series to counteract breaks in series over time due to changes in base years, source data and methodologies. Thus, it may not be comparable with other national accounts series in the database for historical years.",Annual,"World Bank staff estimates based on World Bank national accounts data archives, OECD National Accounts, and the IMF WEO database.","The accuracy of national accounts estimates and their comparability across countries depend on timely revisions to data on GDP and its components. The frequency of revisions to GDP data varies: some countries revise numbers monthly, others quarterly or annually, and others less frequently. Such revisions are usually small and based on additional information received during the year. However, larger revisions are required from time to time to rebase the national accounts and allow for incorporation of new methodologies and data sources.

Comprehensive revisions of GDP data often (but not always) result in upward adjustments to GDP and other major aggregates as improved data sources increase the coverage of the economy. And estimates of GDP growth may change as new weights are introduced. These revisions will cause breaks in series unless they are applied consistently to historical data. For constant price series a break caused by rebasing can be eliminated by linking the old series to the new using historical growth rates.

This inflation series based on the implicit GDP deflator has been linked to produce a consistent time series. It has been calculated by utilizing the change in the implicit GDP deflator in the WDI Archive and IMF WEO databases. Thus, earlier years (linked years) will not be comparable with other national accounts series in the database. Data are available for World Bank operational countries only.",Financial Sector: Exchange rates & prices,,
42,FR.INR.LNDP,FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)",Interest rate spread,"lending rate minus deposit rate, %",FR.INR.LNDP,Median,"Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,"Interest rate spread (lending rate minus deposit rate, %)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.","Interest rate spread is the interest rate charged by banks on loans to private sector customers minus the interest rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability.",Annual,"International Monetary Fund, International Financial Statistics and data files.","The interest rate spread - the margin between the cost of mobilizing liabilities and the earnings on assets - measures financial sector efficiency in intermediation. A narrow spread means low transaction costs, which reduces the cost of funds for investment, crucial to economic growth.",Financial Sector: Interest rates,,
