,id,id_x,value,title,unit,id_y,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Statisticalconceptandmethodology,Aggregationmethod,Generalcomments,Notesfromoriginalsource,BasePeriod
115,SL.EMP.WORK.ZS,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total",% of total employment,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are drawn from labor force surveys and household surveys, supplemented by official estimates and censuses for a small group of countries. Due to differences in definitions and coverage across countries, there are limitations for comparing data across countries and over time even within a country. Estimates of women in employment are not comparable internationally, reflecting that demographic, social, legal, and cultural trends and norms determine whether women's activities are regarded as economic.","Wage and salaried workers (employees) are those workers who hold the type of jobs defined as ""paid employment jobs,"" where the incumbents hold explicit (written or oral) or implicit employment contracts that give them a basic remuneration that is not directly dependent upon the revenue of the unit for which they work.",Annual,International Labour Organization. “ILO modelled estimates database” ILOSTAT. Accessed January 2021. https://ilostat.ilo.org/data/.,Social Protection & Labor: Economic activity,"Breaking down employment information by status in employment provides a statistical basis for describing workers' behaviour and conditions of work, and for defining an individual's socio-economic group. A high proportion of wage and salaried workers in a country can signify advanced economic development. If the proportion of own-account workers (self-employed without hired employees) is sizeable, it may be an indication of a large agriculture sector and low growth in the formal economy. A high proportion of contributing family workers — generally unpaid, although compensation might come indirectly in the form of family income — may indicate weak development, little job growth, and often a large rural economy.

Each status group faces different economic risks, and contributing family workers and own-account workers are the most vulnerable - and therefore the most likely to fall into poverty. They are the least likely to have formal work arrangements, are the least likely to have social protection and safety nets to guard against economic shocks, and often are incapable of generating sufficient savings to offset these shocks.","The status in employment distinguishes between two categories of the total employed: (a) wage and salaried workers (also known as employees); and (b) self-employed workers, with the subcategories: (i) self-employed workers with employees (employers), (ii) self-employed workers without employees (own-account workers), and (iii) members of producers' cooperatives and contributing family workers (also known as unpaid family workers). Vulnerable employment refers to the sum of (ii) own-account workers and (iii) contributing family workers.

The series is part of the ""ILO modeled estimates database,"" including nationally reported observations and imputed data for countries with missing data, primarily to capture regional and global trends with consistent country coverage. Country-reported microdata is based mainly on nationally representative labor force surveys, with other sources (e.g., household surveys and population censuses) considering differences in the data source, the scope of coverage, methodology, and other country-specific factors. Country analysis requires caution where limited nationally reported data are available. A series of models are also applied to impute missing observations and make projections. However, imputed observations are not based on national data, are subject to high uncertainty, and should not be used for country comparisons or rankings. For more information: https://ilostat.ilo.org/resources/concepts-and-definitions/ilo-modelled-estimates/",Weighted average,,"Given the exceptional situation, including the scarcity of relevant data, the  ILO modeled estimates and projections from 2020 onwards are subject to substantial uncertainty.",
116,per_si_allsi.adq_pop_tot,per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),Adequacy of social insurance programs,% of total welfare of beneficiary households,per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.","Adequacy of social insurance programs is measured by the total transfer amount received by the population participating in social insurance programs as a share of their total welfare. Welfare is defined as the total income or total expenditure of beneficiary households. Social insurance programs include old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",Annual,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",Social Protection & Labor: Performance,,,,,,
117,per_sa_allsa.adq_pop_tot,per_sa_allsa.adq_pop_tot,Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social safety net programs,% of total welfare of beneficiary households,per_sa_allsa.adq_pop_tot,Adequacy of social safety net programs (% of total welfare of beneficiary households),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.","Adequacy of social safety net programs is measured by the total transfer amount received by the population participating in social safety net programs as a share of their total welfare. Welfare is defined as the total income or total expenditure of beneficiary households. Social safety net programs include cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",Annual,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",Social Protection & Labor: Performance,,,,,,
118,SL.TLF.0714.SW.FE.TM,SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)","Average working hours of children, study and work, female, ages 7-14",hours per week,SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Average working hours of children studying and working refer to the average weekly working hours of those children who are attending school in combination with economic activity.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).",,,,
119,SL.TLF.0714.WK.TM,SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)","Average working hours of children, working only, ages 7-14",hours per week,SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Average working hours of children working only refers to the average weekly working hours of those children who are involved in economic activity and not attending school.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).",,,,
120,SL.MNF.0714.ZS,SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),Child employment in manufacturing,% of economically active children ages 7-14,SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three sectors (Agriculture, Manufacturing and Services) may not add up to 100 percent because of a residual category not included.","Employment by economic activity refers to the distribution of economically active children by the major industrial categories of the International Standard Industrial Classification (ISIC). Manufacturing corresponds to division 3 (ISIC revision 2), category D (ISIC revision 3), or category C (ISIC revision 4). Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.",Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).",,,,
121,SL.SRV.0714.ZS,SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),Child employment in services,% of economically active children ages 7-14,SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three sectors (Agriculture, Manufacturing and Services) may not add up to 100 percent because of a residual category not included.","Employment by economic activity refers to the distribution of economically active children by the major industrial categories of the International Standard Industrial Classification (ISIC). Services correspond to divisions 6-9 (ISIC revision 2), categories G-P (ISIC revision 3), or categories G-U (ISIC revision 4). Services include wholesale and retail trade, hotels and restaurants, transport, financial intermediation, real estate, public administration, education, health and social work, other community services, and private household activity. Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.",Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).",,,,
122,SL.SLF.0714.FE.ZS,SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)","Children in employment, self-employed, female","% of female children in employment, ages 7-14",SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.","Self-employed workers are people whose remuneration depends directly on the profits derived from the goods and services they produce, with or without other employees, and include employers, own-account workers, and members of producers cooperatives.",Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
123,SL.TLF.0714.SW.ZS,SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, study and work","% of children in employment, ages 7-14",SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
124,SL.TLF.0714.SW.FE.ZS,SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, female","% of female children in employment, ages 7-14",SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
125,SL.TLF.0714.SW.MA.ZS,SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work, male","% of male children in employment, ages 7-14",SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
126,SL.WAG.0714.ZS,SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers","% of children in employment, ages 7-14",SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",Wage workers (also known as employees) are people who hold explicit (written or oral) or implicit employment contracts that provide basic remuneration that does not depend directly on the revenue of the unit for which they work.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
127,SL.WAG.0714.FE.ZS,SL.WAG.0714.FE.ZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, female","% of female children in employment, ages 7-14",SL.WAG.0714.FE.ZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",Wage workers (also known as employees) are people who hold explicit (written or oral) or implicit employment contracts that provide basic remuneration that does not depend directly on the revenue of the unit for which they work.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
128,SL.TLF.0714.WK.ZS,SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, work only","% of children in employment, ages 7-14",SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Work only refers to children involved in economic activity and not attending school.,Annual,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.",Social Protection & Labor: Economic activity,"In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Data are from household surveys by the International Labor Organization (ILO), the United Nations Children's Fund (UNICEF), the World Bank, and national statistical offices. The surveys yield data on education, employment, health, expenditure, and consumption indicators related to children's work. Since children's work is captured in the sense of ""economic activity,"" the data refer to children in employment, a broader concept than child labor (see ILO 2009a for details on this distinction).

Household survey data generally include information on work type - for example, whether a child is working for payment in cash or in kind or is involved in unpaid work, working for someone who is not a member of the household, or involved in any type of family work (on the farm or in a business).

In line with the definition of economic activity adopted by the 13th International Conference of Labour Statisticians, the threshold set by the 1993 UN System of National Accounts for classifying a person as employed is to have been engaged at least one hour in any activity relating to the production of goods and services during the reference period. Children seeking work are thus excluded. Economic activity covers all market production and certain nonmarket production, including production of goods for own use. It excludes unpaid household services (commonly called ""household chores"") - that is, the production of domestic and personal services by household members for a household's own consumption.

Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.",,,,
129,per_allsp.cov_pop_tot,per_allsp.cov_pop_tot,Coverage of social protection and labor programs (% of population),Coverage of social protection and labor programs,% of population,per_allsp.cov_pop_tot,Coverage of social protection and labor programs (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.","Coverage of social protection and labor programs (SPL) shows the percentage of population participating in social insurance, social safety net, and unemployment benefits and active labor market programs. Estimates include both direct and indirect beneficiaries.",Annual,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",Social Protection & Labor: Performance,,,,,,
