,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Limitationsandexceptions,Statisticalconceptandmethodology,Dataset,Shortdefinition
31,DT.ODA.ODAT.GN.ZS,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),Net ODA received,% of GNI,DT.ODA.ODAT.GN.ZS,Weighted average,,Net ODA received (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline. World Bank GNI estimates are used for the denominator.",Economic Policy & Debt: Official development assistance,"The ratio of aid to GNI provides a measure of recipient country's dependency on aid. Ratios of aid are generally much higher in Sub-Saharan Africa than in other regions, and they increased in the 1980s. High ratios are due only in part to aid flows. Many African countries saw severe erosion in their terms of trade in the 1980s, along with weak policies, falling incomes, imports, and investment. Thus the increase in aid dependency ratios reflects events affecting both the numerator (aid) and the denominator (GNI).

DAC exists to help its members coordinate their development assistance and to encourage the expansion and improve the effectiveness of the aggregate resources flowing to recipient economies. In this capacity DAC monitors the flow of all financial resources, but its main concern is official development assistance (ODA). Grants or loans to countries and territories on the DAC list of aid recipients have to meet three criteria to be counted as ODA. They are provided by official agencies, including state and local governments, or by their executive agencies. They promote economic development and welfare as the main objective. And they are provided on concessional financial terms (loans must have a grant element of at least 25 percent, calculated at a discount rate of 10 percent). The DAC Statistical Reporting Directives provide the most detailed explanation of this definition and all ODA-related rules.

DAC statistics aim to meet the needs of policy makers in the field of development co-operation, and to provide a means of assessing the comparative performance of aid donors. DAC statistics are used extensively in the Peer Reviews conducted for each DAC member every four to five years, and have a wide range of other applications. They are used to measure donors' compliance with various international recommendations in the field of development co-operation (terms, volume), and are indispensable for analysis of virtually every aspect of development and development co-operation.

From 1960 to 1990, official development assistance (ODA) flows from DAC countries to developing countries rose steadily, but then fell sharply in the 1990s. Since then, a series of high-profile international conferences have boosted ODA flows. In the mid-2000s, ODA once again rose due to exceptional debt relief operations for Iraq and Nigeria. Despite the recent financial crisis, ODA flows have continued to rise and in the early 2010s reached their highest real level ever at about US $130 billion. This demonstrates effectiveness of aid pledges, especially when they are made on the basis of adequate resources and backed by strong political will.","Data on ODA is for aid-receiving countries. The data cover loans and grants from DAC member countries, multilateral organizations, and non-DAC donors. They do not reflect aid given by recipient countries to other developing countries. As a result, some countries that are net donors are shown as aid recipients. The indicator does not distinguish types of aid (program, project, or food aid; emergency assistance; or post-conflict peacekeeping assistance), which may have different effects on the economy.

Ratio of aid to gross national income (GNI) provides measures of recipient country's dependency on aid. But care must be taken in drawing policy conclusions. For foreign policy reasons some countries have traditionally received large amounts of aid. Thus aid dependency ratio may reveal as much about a donor's interests as about a recipient's needs. 

Because the indicator relies on information from donors, it is not necessarily consistent with information recorded by recipients in the balance of payments, which often excludes all or some technical assistance - particularly payments to expatriates made directly by the donor. Similarly, grant commodity aid may not always be recorded in trade data or in the balance of payments. Moreover, DAC statistics exclude aid for military and antiterrorism purposes.

The aggregates refer to World Bank classifications of economies and therefore may differ from those of the OECD.","The ODA excludes nonconcessional flows from official creditors, which are classified as ""other official flows,"" and aid for military and anti-terrorism purposes. Transfer payments to private individuals, such as pensions, reparations, and insurance payouts, are in general not counted. In addition to financial flows, ODA includes technical cooperation, most expenditures for peacekeeping under UN mandates and assistance to refugees, contributions to multilateral institutions such as the United Nations and its specialized agencies, and concessional funding to multilateral development banks.

The flows of official and private financial resources from the members of the Development Assistance Committee (DAC) of the Organisation for Economic Co-operation and Development (OECD) to developing economies are compiled by DAC, based principally on reporting by DAC members using standard questionnaires issued by the DAC Secretariat.

The ODA excludes nonconcessional flows from official creditors, which are classified as ""other official flows,"" and aid for military and anti-terrorism purposes. Transfer payments to private individuals, such as pensions, reparations, and insurance payouts, are in general not counted. In addition to financial flows, ODA includes technical cooperation, most expenditures for peacekeeping under UN mandates and assistance to refugees, contributions to multilateral institutions such as the United Nations and its specialized agencies, and concessional funding to multilateral development banks.

Flows are transfers of resources, either in cash or in the form of commodities or services measured on a cash basis. Short-term capital transactions (with one year or less maturity) are not counted. Repayments of the principal (but not interest) of ODA loans are recorded as negative flows. Proceeds from official equity investments in a developing country are reported as ODA, while proceeds from their later sale are recorded as negative flows.

The official development assistance estimates are published annually at the end of the calendar year in International Development Statistics (IDS) database. Net ODA received as a percent of GNI is calculated using values in U.S. dollars converted at official exchange rates.",,Net official development assistance is disbursement flows (net of repayment of principal) that meet the DAC definition of ODA and are made to countries and territories on the DAC list of aid recipients.
32,DT.ODA.ODAT.PC.ZS,DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$),Net ODA received per capita,current US$,DT.ODA.ODAT.PC.ZS,Weighted average,,Net ODA received per capita (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Net official development assistance (ODA) per capita consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients; and is calculated by dividing net ODA received by the midyear population estimate. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline. World Bank population estimates are used for the denominator.",Economic Policy & Debt: Official development assistance,"The ratio of aid per capita provides a measure of recipient country's dependency on aid. DAC exists to help its members coordinate their development assistance and to encourage the expansion and improve the effectiveness of the aggregate resources flowing to recipient economies. In this capacity DAC monitors the flow of all financial resources, but its main concern is official development assistance (ODA). Grants or loans to countries and territories on the DAC list of aid recipients have to meet three criteria to be counted as ODA. They are provided by official agencies, including state and local governments, or by their executive agencies. They promote economic development and welfare as the main objective. And they are provided on concessional financial terms (loans must have a grant element of at least 25 percent, calculated at a discount rate of 10 percent). The DAC Statistical Reporting Directives provide the most detailed explanation of this definition and all ODA-related rules.

DAC statistics aim to meet the needs of policy makers in the field of development co-operation, and to provide a means of assessing the comparative performance of aid donors. DAC statistics are used extensively in the Peer Reviews conducted for each DAC member every four to five years, and have a wide range of other applications. They are used to measure donors' compliance with various international recommendations in the field of development co-operation (terms, volume), and are indispensable for analysis of virtually every aspect of development and development co-operation.

From 1960 to 1990, official development assistance (ODA) flows from DAC countries to developing countries rose steadily, but then fell sharply in the 1990s. Since then, a series of high-profile international conferences have boosted ODA flows. In the mid-2000s, ODA once again rose due to exceptional debt relief operations for Iraq and Nigeria. Despite the recent financial crisis, ODA flows have continued to rise and in the early 2010s reached their highest real level ever at about USD 130 billion. This demonstrates how effective aid pledges can be when they are made on the basis of adequate resources and backed by strong political will.","Data on ODA is for aid-receiving countries. The data cover loans and grants from DAC member countries, multilateral organizations, and non-DAC donors. They do not reflect aid given by recipient countries to other developing countries. As a result, some countries that are net donors are shown as aid recipients. The indicator does not distinguish types of aid (program, project, or food aid; emergency assistance; or post-conflict peacekeeping assistance), which may have different effects on the economy.

Because the indicator relies on information from donors, it is not necessarily consistent with information recorded by recipients in the balance of payments, which often excludes all or some technical assistance - particularly payments to expatriates made directly by the donor. Similarly, grant commodity aid may not always be recorded in trade data or in the balance of payments. Moreover, DAC statistics exclude aid for military and antiterrorism purposes.

The aggregates refer to World Bank classifications of economies and therefore may differ from those of the OECD.","Net official development assistance (ODA) per capita consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).

Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship - except for refugees not permanently settled in the country of asylum, who are generally considered part of the population of their country of origin. The values shown are midyear estimates. Net official development assistance per capita is net ODA divided by midyear population.

The flows of official and private financial resources from the members of the Development Assistance Committee (DAC) of the Organisation for Economic Co-operation and Development (OECD) to developing economies are compiled by DAC, based principally on reporting by DAC members using standard questionnaires issued by the DAC Secretariat.

This definition excludes nonconcessional flows from official creditors, which are classified as ""other official flows,"" and aid for military and anti-terrorism purposes. Transfer payments to private individuals, such as pensions, reparations, and insurance payouts, are in general not counted. In addition to financial flows, ODA includes technical cooperation, most expenditures for peacekeeping under UN mandates and assistance to refugees, contributions to multilateral institutions such as the United Nations and its specialized agencies, and concessional funding to multilateral development banks.

Flows are transfers of resources, either in cash or in the form of commodities or services measured on a cash basis. Short-term capital transactions (with one year or less maturity) are not counted. Repayments of the principal (but not interest) of ODA loans are recorded as negative flows. Proceeds from official equity investments in a developing country are reported as ODA, while proceeds from their later sale are recorded as negative flows.

The official development assistance (ODA) estimates are published annually at the end of the calendar year in International Development Statistics (IDS) database.",,Net official development assistance per capita is disbursement flows (net of repayment of principal) that meet the DAC definition of ODA and are made to countries and territories on the DAC list of aid recipients; and is calculated by dividing net ODA received by the midyear population estimate.
33,DT.ODA.ODAT.CD,DT.ODA.ODAT.CD,Net official development assistance received (current US$),Net official development assistance received,current US$,DT.ODA.ODAT.CD,Sum,,Net official development assistance received (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent). Data are in current U.S. dollars.",Annual,"Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",Economic Policy & Debt: Official development assistance,"DAC exists to help its members coordinate their development assistance and to encourage the expansion and improve the effectiveness of the aggregate resources flowing to recipient economies. In this capacity DAC monitors the flow of all financial resources, but its main concern is official development assistance (ODA). Grants or loans to countries and territories on the DAC list of aid recipients have to meet three criteria to be counted as ODA. They are provided by official agencies, including state and local governments, or by their executive agencies. They promote economic development and welfare as the main objective. And they are provided on concessional financial terms (loans must have a grant element of at least 25 percent, calculated at a discount rate of 10 percent). The DAC Statistical Reporting Directives provide the most detailed explanation of this definition and all ODA-related rules.

DAC statistics aim to meet the needs of policy makers in the field of development co-operation, and to provide a means of assessing the comparative performance of aid donors. DAC statistics are used extensively in the Peer Reviews conducted for each DAC member every four to five years, and have a wide range of other applications. They are used to measure donors' compliance with various international recommendations in the field of development co-operation (terms, volume), and are indispensable for analysis of virtually every aspect of development and development co-operation.

From 1960 to 1990, official development assistance (ODA) flows from DAC countries to developing countries rose steadily, but then fell sharply in the 1990s. Since then, a series of high-profile international conferences have boosted ODA flows. In the mid-2000s, ODA once again rose due to exceptional debt relief operations for Iraq and Nigeria. Despite the recent financial crisis, ODA flows have continued to rise and in the early 2010s reached their highest real level ever at about USD 130 billion. This demonstrates effectiveness of aid pledges, especially when they are made on the basis of adequate resources and backed by strong political will.","Data on ODA is for aid-receiving countries. The data cover loans and grants from DAC member countries, multilateral organizations, and non-DAC donors. They do not reflect aid given by recipient countries to other developing countries. As a result, some countries that are net donors are shown as aid recipients. The indicator does not distinguish types of aid (program, project, or food aid; emergency assistance; or post-conflict peacekeeping assistance), which may have different effects on the economy.

Because the indicator relies on information from donors, it is not necessarily consistent with information recorded by recipients in the balance of payments, which often excludes all or some technical assistance - particularly payments to expatriates made directly by the donor. Similarly, grant commodity aid may not always be recorded in trade data or in the balance of payments. Moreover, DAC statistics exclude aid for military and antiterrorism purposes.

The nominal values may overstate the real value of aid to recipients. Changes in international prices and exchange rates can reduce the purchasing power of aid. Tying aid, still prevalent though declining in importance, also tends to reduce its purchasing power. Tying requires recipients to purchase goods and services from the donor country or from a specified group of countries. Such arrangements prevent a recipient from misappropriating or mismanaging aid receipts, but they may also be motivated by a desire to benefit donor country suppliers.

The aggregates refer to World Bank classifications of economies and therefore may differ from those of the OECD.","The flows of official and private financial resources from the members of the Development Assistance Committee (DAC) of the Organisation for Economic Co-operation and Development (OECD) to developing economies are compiled by DAC, based principally on donor reports on bilateral programs by DAC members using standard questionnaires issued by the DAC Secretariat. DAC has 24 members - 23 individual economies and 1 multilateral institution (European Union institutions). 

Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of DAC, by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent). Data are in current U.S. dollars.

Total net disbursements is the sum of grants, capital subscriptions (deposit basis), recoveries and total net loans and other long-term capital.

The ODA excludes nonconcessional flows from official creditors, which are classified as ""other official flows,"" and aid for military and anti-terrorism purposes. Transfer payments to private individuals, such as pensions, reparations, and insurance payouts, are in general not counted. In addition to financial flows, ODA includes technical cooperation, most expenditures for peacekeeping under UN mandates and assistance to refugees, contributions to multilateral institutions such as the United Nations and its specialized agencies, and concessional funding to multilateral development banks.


Flows are transfers of resources, either in cash or in the form of commodities or services measured on a cash basis. Short-term capital transactions (with one year or less maturity) are not counted. Repayments of the principal (but not interest) of ODA loans are recorded as negative flows. Proceeds from official equity investments in a developing country are reported as ODA, while proceeds from their later sale are recorded as negative flows.

The official development assistance (ODA) estimates are published annually at the end of the calendar year in International Development Statistics (IDS) database.",,Net official development assistance is disbursement flows (net of repayment of principal) that meet the DAC definition of ODA and are made to countries and territories on the DAC list of aid recipients. Data are in current U.S. dollars.
34,BX.TRF.PWKR.CD.DT,BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)","Personal remittances, received",current US$,BX.TRF.PWKR.CD.DT,Sum,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Personal remittances, received (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.",Annual,World Bank staff estimates based on IMF balance of payments data.,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Movement of people, most often through migration, is a significant part of global integration. Migrants contribute to the economies of both their host country and their country of origin. Yet reliable statistics on migration are difficult to collect and are often incomplete, making international comparisons a challenge.

In most developed countries, refugees are admitted for resettlement and are routinely included in population counts by censuses or population registers. Globally, the number of refugees at end 2010 was 10.55 million, including 597,300 people considered by the United Nations High Commissioner for Refugees (UNHCR) to be in a refugee-like situation; developing countries hosted 8.5 million refugees, or 80 percent of the global refugee population.

Global migration patterns have become increasingly complex in modern times, involving not just refugees, but also millions of economic migrants. But refugees and migrants, even if they often travel in the same way, are fundamentally different, and for that reason are treated very differently under modern international law. Migrants, especially economic migrants, choose to move in order to improve the future prospects of themselves and their families. Refugees have to move if they are to save their lives or preserve their freedom. They have no protection from their own state - indeed it is often their own government that is threatening to persecute them. If other countries do not let them in, and do not help them once they are in, then they may be condemning them to death - or to an intolerable life in the shadows, without sustenance and without rights.","Remittance transactions have grown in importance over the past decade. In a number of developing economies, receipts of remittances have become an important and stable source of funds that exceeds receipts from exports of goods and services or from financial inflows on foreign direct investment. But the quality of statistical remittance data is not high. Remittances are a challenge to measure because of their nature. They are heterogeneous with numerous small transactions conducted by individuals through a wide variety of channels: formal channels, such as electronic wire, or through informal channels, such as cash or goods carried across borders. The large number of remittance transactions and the multitude of channels pose challenges to the compilation of comprehensive statistics. The small size of individual transactions means that they often go undetected by typical data source systems, although the aggregate level of transactions may be substantial.

Because of difficulties in obtaining data on informal remittance transactions, the remittance transactions undertaken through informal channels are sometimes not well covered in current balance of payments data. As a result, even though direct measurement of remittances - through transactions reporting or surveys - may be considered preferable if feasible, some countries instead combine different sources and estimation methods to achieve better coverage, by using direct measurements where practical and supplemented estimates where they are not. Model-based approaches are used in some countries as they are flexible. Compilers can design models to fill gaps in data sources or to provide global totals.

However, only reliable input data can lead to sound estimates, regardless of the sophistication of an estimation method or econometric model. Indirect data are converted to remittance estimates using a set of assumptions. These assumptions should be plausible, but it is often not possible to test or verify these assumptions and also the results in practice.","The two main components of personal remittances, ""personal transfers"" and ""compensation of employees"", are items in the balance of payments (BPM6) framework. Both of these standard components are recorded in the current account. 
""Personal transfers"", a new item in the Balance of Payments (BPM6) represents a broader definition of worker remittances. Personal transfers include all current transfers in cash or in kind between resident and nonresident individuals, independent of the source of income of the sender (irrespective of whether the sender receives income from labor, entrepreneurial or property income, social benefits, and any other types of transfers; or disposes assets) and the relationship between the households (irrespective of whether they are related or unrelated individuals).

Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Compensation of employees represents remuneration in return for the labor input to the production process contributed by an individual in an employer-employee relationship with the enterprise. Compensation of employees is recorded gross and includes amounts paid by the employee as taxes or for other purposes in the economy where the work is performed. Compensation of employees has three main components: wages and salaries in cash, wages and salaries in kind, and employers' social contributions.",,
35,DT.NFL.PNGB.CD,DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)","PNG, bonds","NFL, current US$",DT.NFL.PNGB.CD,Sum,,"PNG, bonds (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Net flows,,,,International Debt Statistics,Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
36,DT.NFL.PNGC.CD,DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)","PNG, commercial banks and other creditors","NFL, current US$",DT.NFL.PNGC.CD,Sum,,"PNG, commercial banks and other creditors (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Net flows,,,,International Debt Statistics,Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
37,BX.PEF.TOTL.CD.WD,BX.PEF.TOTL.CD.WD,"Portfolio equity, net inflows (BoP, current US$)","Portfolio equity, net inflows","BoP, current US$",BX.PEF.TOTL.CD.WD,Sum,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Portfolio equity, net inflows (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Portfolio equity includes net inflows from equity securities other than those recorded as direct investment and including shares, stocks, depository receipts (American or global), and direct purchases of shares in local stock markets by foreign investors. Data are in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments database, and World Bank, International Debt Statistics.",Economic Policy & Debt: Balance of payments: Capital & financial account,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.","Portfolio investors typically have less of a role in the decision making of the enterprise with potentially important implications for future flows and for the volatility of the price and volume of positions. Portfolio investment differs from other investment in that it provides a direct way to access financial markets, and thus it can provide liquidity and flexibility. It is associated with financial markets and with their specialized service providers, such as exchanges, dealers, and regulators. The nature of financial derivatives as instruments through which risk is traded in its own right in financial markets sets them apart from other types of investment. Whereas other instruments may also have risk transfer elements, these other instruments also provide financial or other resources.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF).

Portfolio equity investment is defined as cross-border transactions and positions involving equity securities, other than those included in direct investment or reserve assets. Equity securities are equity instruments that are negotiable and designed to be traded, usually on organized exchanges or ""over the counter."" The negotiability of securities facilitates trading, allowing securities to be held by different parties during their lives. Negotiability allows investors to diversify their portfolios and to withdraw their investment readily. Included in portfolio investment are investment fund shares or units (that is, those issued by investment funds) that are evidenced by securities and that are not reserve assets or direct investment. Although they are negotiable instruments, exchange-traded financial derivatives are not included in portfolio investment because they are in their own category.",,
38,DT.NFL.BOND.CD,DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","Portfolio investment, bonds",PPG + PNG,DT.NFL.BOND.CD,Sum,,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Bonds are securities issued with a fixed rate of interest for a period of more than one year. They include net flows through cross-border public and publicly guaranteed and private nonguaranteed bond issues. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Net flows,"External indebtedness affects a country's creditworthiness and investor perceptions. Nonreporting countries might have outstanding debt with the World Bank, other international financial institutions, or private creditors. Total debt service is contrasted with countries' ability to obtain foreign exchange through exports of goods, services, primary income, and workers' remittances.

Debt ratios are used to assess the sustainability of a country's debt service obligations, but no absolute rules determine what values are too high. Empirical analysis of developing countries' experience and debt service performance shows that debt service difficulties become increasingly likely when the present value of debt reaches 200 percent of exports. Still, what constitutes a sustainable debt burden varies by country. Countries with fast-growing economies and exports are likely to be able to sustain higher debt levels.","The DRS encourages debtor countries to voluntarily provide information on their short-term external obligations. By its nature, short-term external debt is difficult to monitor: loan-by-loan registration is normally impractical, and monitoring systems typically rely on information requested periodically by the central bank from the banking sector. The World Bank regards the debtor country as the authoritative source of information on its short-term debt. Where such information is not available from the debtor country, data are derived from BIS data on international bank lending based on time remaining to original maturity. The data are reported based on residual maturity, but an estimate of short-term external liabilities by original maturity can be derived by deducting from claims due in one year those that have a maturity of between one and two years. However, BIS data include liabilities reported only by banks within the BIS reporting area. The results should thus be interpreted with caution. Because short-term debt poses an immediate burden and is particularly important for monitoring vulnerability, it is compared with total debt and foreign exchange reserves, which are instrumental in providing coverage for such obligations.

A country's external debt burden, both debt outstanding and debt service, affects its creditworthiness and vulnerability. While data related to public and publicly guaranteed debt are reported to the DRS on a loan-by-loan basis, aggregate data on long-term private nonguaranteed debt are reported annually and are reported by the country or estimated by World Bank staff for countries where this type of external debt is known to be significant. Estimates are based on national data from the World Bank's Quarterly External Debt Statistics.","Bonds are debt instruments issued by public and publicly guaranteed or private debtors with durations of one year or longer. Bonds usually give the holder the unconditional right to fixed money income or contractually determined, variable money income.

Data on external debt are gathered through the World Bank's Debtor Reporting System (DRS). Long term debt data are compiled using the countries report on public and publicly guaranteed borrowing on a loan-by-loan basis and private non guaranteed borrowing on an aggregate basis. These data are supplemented by information from major multilateral banks and official lending agencies in major creditor countries. Short-term debt data are gathered from the Quarterly External Debt Statistics (QEDS) database, jointly developed by the World Bank and the IMF and from creditors through the reporting systems of the Bank for International Settlements. Debt data are reported in the currency of repayment and compiled and published in U.S. dollars. End-of-period exchange rates are used for the compilation of stock figures (amount of debt outstanding), and projected debt service and annual average exchange rates are used for the flows. Exchange rates are taken from the IMF's International Financial Statistics. Debt repayable in multiple currencies, goods, or services and debt with a provision for maintenance of the value of the currency of repayment are shown at book value.",,
39,DT.NFL.PBND.CD,DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)","PPG, bonds","NFL, current US$",DT.NFL.PBND.CD,Sum,,"PPG, bonds (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Net flows,,,,International Debt Statistics,Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
40,DT.NFL.PCBK.CD,DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)","PPG, commercial banks","NFL, current US$",DT.NFL.PCBK.CD,Sum,,"PPG, commercial banks (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Net flows,,,,International Debt Statistics,Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
41,DT.DOD.MIBR.CD,DT.DOD.MIBR.CD,"PPG, IBRD (DOD, current US$)","PPG, IBRD","DOD, current US$",DT.DOD.MIBR.CD,Sum,,"PPG, IBRD (DOD, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Public and publicly guaranteed debt outstanding from the International Bank for Reconstruction and Development (IBRD) is nonconcessional. Nonconcessional debt excludes loans with an original grant element of 35 percent or more. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Debt outstanding,,,,International Debt Statistics,Public and publicly guaranteed debt outstanding from the International Bank for Reconstruction and Development (IBRD) is nonconcessional. Nonconcessional debt excludes loans with an original grant element of 35 percent or more. Data are in current U.S. dollars.
42,DT.DOD.MIDA.CD,DT.DOD.MIDA.CD,"PPG, IDA (DOD, current US$)","PPG, IDA","DOD, current US$",DT.DOD.MIDA.CD,Sum,,"PPG, IDA (DOD, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Public and publicly guaranteed debt outstanding from the International Development Association (IDA) is concessional. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars.",Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Debt outstanding,,,,International Debt Statistics,"Public and publicly guaranteed debt outstanding from the International Development Association (IDA) is concessional. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars."
