,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,Generalcomments,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Previous_Indicator_Name,Notesfromoriginalsource,Shortdefinition,Othernotes,DataQuality,Derivationmethod,Otherweblinks,Unitofmeasure
145,SH.UHC.NOP1.TO,SH.UHC.NOP1.TO,Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,Number of people pushed below the $2.15,$ 2017 PPP,SH.UHC.NOP1.TO,Sum,"Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.1, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Number of people pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure. This indicator shows the number of people living in households experiencing impoverishing out-of-pocket health expenditures, defined as expenditures without which the household they live in would have been above the $2.15 poverty line, but because of the expenditures is below the poverty line.  Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Annual,Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines.",Health: Universal Health Coverage,,"1. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

2. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.","Impoverishing health spending, 2.15$",,,,,
146,SH.UHC.OOPC.25.TO,SH.UHC.OOPC.25.TO,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,,SH.UHC.OOPC.25.TO,Sum,"Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.1, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure. Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Annual,Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines.",Health: Universal Health Coverage,,"1. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

2. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.","Catastrophic Health Expenditure, 25% of total expenditure/income (thousands)",,,,,
147,SH.SGR.PROC.P5,SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)",Number of surgical procedures,"per 100,000 population",SH.SGR.PROC.P5,Weighted average,,,"Number of surgical procedures (per 100,000 population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.",Annual,Data from various sources compiled by the Lancet Commission on Global Surgery (www.lancetglobalsurgery.org) and the Center for Health Equity in Surgery and Anesthesia at UCSF Medical Center.,,Health: Health systems,,,,,,,,
148,SH.XPD.OOPC.CH.ZS,SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure,% of current health expenditure,SH.XPD.OOPC.CH.ZS,Weighted average,"Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,Out-of-pocket expenditure (% of current health expenditure),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.,Annual,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.","The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.",Health: Health systems,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,,,,,
149,SH.H2O.BASW.ZS,SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),People using at least basic drinking water services,% of population,SH.H2O.BASW.ZS,Weighted average,"Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.",,People using at least basic drinking water services (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"National, regional and income group estimates are made when data are available for at least 50 percent of the population.","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic drinking water service as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Health: Disease prevention,,,,,,,,
150,SH.H2O.SMDW.UR.ZS,SH.H2O.SMDW.UR.ZS,"People using safely managed drinking water services, urban (% of urban population)","People using safely managed drinking water services, urban",% of urban population,SH.H2O.SMDW.UR.ZS,Weighted average,"Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.","Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.

This is a disaggregated indicator for Sustainable Development Goal 6.1.1 [https://unstats.un.org/sdgs/metadata/].","People using safely managed drinking water services, urban (% of urban population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"In order to meet the criteria for a safely managed drinking water service, an improved water source should meet three criteria: it should be accessible on the premises (accessibility), water should be available when needed (availability), and the water supplied should be free from contamination (quality).  Many countries lack data on one or more elements of safely managed drinking water.  The WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) provide national estimates only when data are available on drinking water quality and at least one of the other criteria (accessibility and availability).  Regional and income group estimates are made when data are available for at least 30 percent of the population.","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a safely managed drinking water as an improved water source that is accessible on premises, available when needed and free from faecal and priority chemical contamination.  Improved water sources include: piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Health: Disease prevention,,,,,,,,
151,SH.STA.SMSS.RU.ZS,SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)","People using safely managed sanitation services, rural",% of rural population,SH.STA.SMSS.RU.ZS,Weighted average,"Sanitation is fundamental to human development. Many international organizations use hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to proper sanitation is also considered to be a human right, not a privilege, for every man, woman, and child.  

Sanitation generally refers to the provision of facilities and services for the safe disposal of human urine and feces. Inadequate sanitation is a major cause of disease world-wide and improving sanitation is known to have a significant beneficial impact on people's health. Basic and safely managed sanitation services can reduce diarrheal disease, and can significantly lessen the adverse health impacts of other disorders responsible for death and disease among millions of children. Diarrhea and worm infections weaken children and make them more susceptible to malnutrition and opportunistic infections like pneumonia, measles and malaria.  

The combined effects of inadequate sanitation, unsafe water supply and poor personal hygiene are responsible for many of childhood deaths. Every year, the failure to tackle these deficits results in severe welfare losses - wasted time, reduced productivity, ill health, impaired learning, environmental degradation and lost opportunities. Fundamental behavior changes are required before the use of improved facilities and services can be integrated into daily life. Many hygiene behaviors and habits are formed in childhood and, therefore, school health and hygiene education programs are an important part of water and sanitation improvements.  

Most basic sanitation technologies are not expensive to implement. However, those facing the problems of inadequate sanitation may not be aware of either the origin of their ills, or the true costs of poor sanitation and hygiene. As a result, in most of the developing countries those without sanitation are hard to convince of the need to invest scarce resources in sanitation facilities, or of the critical importance of changing long-held habits and unhygienic behaviors. Consequently, the people's representatives - governments and elected political leaders - rarely give sanitation or hygiene improvements the priority that is needed in order to tackle the massive sanitation deficit faced by the developing world.  

Children bear the brunt of sanitation-related impacts - their health, nutrition, growth, education, self-respect, and life opportunities suffer as a result of inadequate sanitation. Without improved sanitation, many of the current generation of children in developing countries are unlikely to develop to their full potential. Countries that don't take urgent action to redress sanitation deficiencies will find their future development and prosperity impaired.","Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.

This is a disaggregated indicator for Sustainable Development Goal 6.2.1 [https://unstats.un.org/sdgs/metadata/].","People using safely managed sanitation services, rural (% of rural population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"There are three main ways to meet the criteria for having a safely managed sanitation service (People should use improved sanitation facilities that are not shared with other households, and the excreta produced should either be: treated and disposed of in situ; stored temporality and then emptied, transported and treated off-site, or transported through a sewer with wastewater and then treated off-site).  Many countries lack information on either wastewater treatment or the management of on-site sanitation. A national estimate is produced if information is available for the dominant type of sanitation system.  If no information is available, it is assumed that 50 percent is safely managed.  Regional and income group estimates are made when data are available for at least 30 percent of the population.","The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines safely managed sanitation facilities as improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite.  Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",Health: Disease prevention,,,,,,,,
152,SH.STA.HYGN.ZS,SH.STA.HYGN.ZS,People with basic handwashing facilities including soap and water (% of population),People with basic handwashing facilities including soap and water,% of population,SH.STA.HYGN.ZS,,"Hygiene is closely correlated with human health.   Target 6.2 of the Sustainable Development Goals recognizes that access to facilities allowing good hygiene and sanitation should be universal, and especially important to women and girls, and those in vulnerable situations.   Of the range of hygiene behaviors considered important for health, hand washing with soap and water is a top priority in all settings, and is considered one of the most cost-effective interventions to prevent diarrheal diseases. The availability of a basic handwashing facility is a prerequisite for basic hygiene facilities on premises,  and is a useful proxy for hygienic behavior.",This is the Sustainable Development Goal indicator 6.2.1 [https://unstats.un.org/sdgs/metadata/].,People with basic handwashing facilities including soap and water (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Presence of a handwashing station with soap and water does not guarantee that household members consistently wash hands at key times, but is accepted as the most suitable proxy.  Data on handwashing facilities are available for a growing number of low- and middle-income countries after hygiene questions were standardized in international surveys. However, this type of information is not available from most high-income countries, where access to basic handwashing facilities is assumed to be nearly universal.","The percentage of people living in households that have a handwashing facility with soap and water available on the premises. Handwashing facilities may be fixed or mobile and include a sink with tap water, buckets with taps, tippy-taps, and jugs or basins designated for handwashing. Soap includes bar soap, liquid soap, powder detergent, and soapy water but does not include ash, soil, sand or other handwashing agents.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).","Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic handwashing facility as a device to contain, transport or regulate the flow of water to facilitate handwashing with soap and water in the household.",Health: Disease prevention,,,,,,,,
153,SP.POP.0509.MA.5Y,SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)","Population ages 05-09, male",% of male population,SP.POP.0509.MA.5Y,,,,"Population ages 05-09, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Male population between the ages 5 to 9 as a percentage of the total male population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
154,SP.POP.1564.TO,SP.POP.1564.TO,"Population ages 15-64, total","Population ages 15-64, total",,SP.POP.1564.TO,Sum,,,"Population ages 15-64, total",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Total population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",Annual,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
155,SP.POP.2024.FE.5Y,SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)","Population ages 20-24, female",% of female population,SP.POP.2024.FE.5Y,,,,"Population ages 20-24, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Female population between the ages 20 to 24 as a percentage of the total female population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
156,SP.POP.2024.MA.5Y,SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)","Population ages 20-24, male",% of male population,SP.POP.2024.MA.5Y,,,,"Population ages 20-24, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Male population between the ages 20 to 24 as a percentage of the total male population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
157,SP.POP.2529.FE.5Y,SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)","Population ages 25-29, female",% of female population,SP.POP.2529.FE.5Y,,,,"Population ages 25-29, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Female population between the ages 25 to 29 as a percentage of the total female population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
158,SP.POP.3539.FE.5Y,SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)","Population ages 35-39, female",% of female population,SP.POP.3539.FE.5Y,,,,"Population ages 35-39, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Female population between the ages 35 to 39 as a percentage of the total female population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
159,SP.POP.3539.MA.5Y,SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)","Population ages 35-39, male",% of male population,SP.POP.3539.MA.5Y,,,,"Population ages 35-39, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Male population between the ages 35 to 39 as a percentage of the total male population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
160,SP.POP.5054.FE.5Y,SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)","Population ages 50-54, female",% of female population,SP.POP.5054.FE.5Y,,,,"Population ages 50-54, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Female population between the ages 50 to 54 as a percentage of the total female population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
161,SP.POP.65UP.FE.ZS,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)","Population ages 65 and above, female",% of female population,SP.POP.65UP.FE.ZS,Weighted average,,"Relevance to gender indicator: Knowing how many girls, adolescents and women there are in a population helps a country in determining its provision of services.","Population ages 65 and above, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Female population 65 years of age or older as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
162,SP.POP.65UP.MA.IN,SP.POP.65UP.MA.IN,"Population ages 65 and above, male","Population ages 65 and above, male",,SP.POP.65UP.MA.IN,Sum,,,"Population ages 65 and above, male",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Male population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",Annual,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
163,SP.POP.6569.MA.5Y,SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)","Population ages 65-69, male",% of male population,SP.POP.6569.MA.5Y,,,,"Population ages 65-69, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Male population between the ages 65 to 69 as a percentage of the total male population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
164,SP.POP.7074.FE.5Y,SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)","Population ages 70-74, female",% of female population,SP.POP.7074.FE.5Y,,,,"Population ages 70-74, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Female population between the ages 70 to 74 as a percentage of the total female population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
165,SP.POP.80UP.MA.5Y,SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)","Population ages 80 and above, male",% of male population,SP.POP.80UP.MA.5Y,,,,"Population ages 80 and above, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Male population between the ages 80 and above as a percentage of the total male population.,Annual,United Nations Population Division. World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
166,SP.POP.TOTL.MA.IN,SP.POP.TOTL.MA.IN,"Population, male","Population, male",,SP.POP.TOTL.MA.IN,Sum,,,"Population, male",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Male population is based on the de facto definition of population, which counts all male residents regardless of legal status or citizenship.",Annual,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2022 Revision.,,Health: Population: Structure,,,,,,,,
167,SH.ANM.NPRG.ZS,SH.ANM.NPRG.ZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among non-pregnant women,% of women ages 15-49,SH.ANM.NPRG.ZS,Weighted average,,,Prevalence of anemia among non-pregnant women (% of women ages 15-49),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Prevalence of anemia, non-pregnant women, is the percentage of non-pregnant women whose hemoglobin level is less than 120 grams per liter at sea level.",Annual,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics.",,Health: Nutrition,,,,,,,,
168,SH.ANM.ALLW.ZS,SH.ANM.ALLW.ZS,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Prevalence of anemia among women of reproductive age,% of women ages 15-49,SH.ANM.ALLW.ZS,Weighted average,,,Prevalence of anemia among women of reproductive age (% of women ages 15-49),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.,Annual,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics.",,Health: Nutrition,,,,,,,,
169,SH.PRV.SMOK.FE,SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)","Prevalence of current tobacco use, females",% of female adults,SH.PRV.SMOK.FE,Weighted average,,"This is the Sustainable Development Goal indicator 3.a.1 [https://unstats.un.org/sdgs/metadata/].

Previous indicator name: Smoking prevalence, females (% of adults)
The previous indicator excluded smokeless tobacco use, while the current indicator includes it. The indicator name and definition were updated in December, 2020.","Prevalence of current tobacco use, females (% of female adults)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Estimates for countries with irregular surveys or many data gaps have large uncertainty ranges, and such results should be interpreted with caution.","The percentage of the female population ages 15 years and over who currently use any tobacco product (smoked and/or smokeless tobacco) on a daily or non-daily basis. Tobacco products include cigarettes, pipes, cigars, cigarillos, waterpipes (hookah, shisha), bidis, kretek, heated tobacco products, and all forms of smokeless (oral and nasal) tobacco. Tobacco products exclude e-cigarettes (which do not contain tobacco), “e-cigars”, “e-hookahs”, JUUL and “e-pipes”. The rates are age-standardized to the WHO Standard Population.",Biennial,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information. To compensate for this and improve reliability and international comparability, the World Health Organization (WHO) prepares estimates in accordance with epidemiological models and statistical standards.

A statistical model based on a Bayesian negative binomial meta-regression is used to model prevalence of current tobacco use for each country, separately for men and women. 

The model has two main components: (a) adjusting for missing indicators and age groups, and (b) generating an estimate of trends over time as well as the 95% credible interval around the estimate. 
Depending on the completeness/comprehensiveness of survey data from a particular country, the model at times makes use of data from other countries to fill information gaps. When a country has fewer than two nationally representative population-based surveys in different years, no attempt is made to fill data gaps and no estimates are calculated. To fill data gaps, information is “borrowed” from countries in the same UN subregion. The resulting trend lines are used to derive estimates for single years, so that a number can be reported even if the country did not run a survey in that year. In order to make the results comparable between countries, the prevalence rates are age-standardized to the WHO Standard Population. A full description of the method is available as a peer-reviewed article in The Lancet, volume 385, No. 9972, p966–976 (2015).",Health: Risk factors,"Previous indicator name: Smoking prevalence, females (% of adults)

The previous indicator excluded smokeless tobacco use, while the current indicator includes it. The indicator name and definition were updated in December, 2020.",,,,,,,
