,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Statisticalconceptandmethodology,Limitationsandexceptions,Notesfromoriginalsource,BasePeriod,Shortdefinition,Dataset
102,LP.LPI.CUST.XQ,LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process,1=low to 5=high,LP.LPI.CUST.XQ,Unweighted average,,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents evaluated efficiency of customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Trade,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,"Logistics professionals' perception of the efficiency of country's customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",
103,LP.LPI.TIME.XQ,LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time,1=low to 5=high,LP.LPI.TIME.XQ,Unweighted average,,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents assessed how often the shipments to assessed markets reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,"Logistics professionals' perception of how often the shipments to assessed country reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.",
104,TX.VAL.MANF.ZS.UN,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),Manufactures exports,% of merchandise exports,TX.VAL.MANF.ZS.UN,Weighted average,Merchandise export shares may not sum to 100 percent because of unclassified trade.,Manufactures exports (% of merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Manufactures comprise commodities in SITC sections 5 (chemicals), 6 (basic manufactures), 7 (machinery and transport equipment), and 8 (miscellaneous manufactured goods), excluding division 68 (non-ferrous metals).",Annual,World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division.,Private Sector & Trade: Exports,,The classification of commodity groups is based on the Standard International Trade Classification (SITC) revision 3.,Previous editions contained data based on the SITC revision 1. Data for earlier years in previous editions may differ because of the change in methodology. Concordance tables are available to convert data reported in one system to another.,,,,
105,TX.VAL.MRCH.HI.ZS,TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to high-income economies,% of total merchandise exports,TX.VAL.MRCH.HI.ZS,Weighted average,,Merchandise exports to high-income economies (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,"Low- and middle-income economies are an increasingly important part of the global trading system. Trade between high-income economies and low- and middle-income economies has grown faster than trade between high-income economies. This increased trade benefits both producers and consumers in developing and high-income economies.

At the regional level most exports from low- and middle-income economies are to high-income economies, but the share of intraregional trade is increasing. Geographic patterns of trade vary widely by country and commodity. Larger shares of exports from oil- and resource-rich economies are to high-income economies.",,"Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,
106,TX.VAL.MRCH.R2.ZS,TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia,% of total merchandise exports,TX.VAL.MRCH.R2.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Europe and Central Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Europe and Central Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,Merchandise exports to low- and middle-income economies in Europe and Central Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Europe and Central Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,
107,TX.VAL.MRCH.R6.ZS,TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa,% of total merchandise exports,TX.VAL.MRCH.R6.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Sub-Saharan Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Sub-Saharan Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,
108,TX.VAL.MRCH.WR.ZS,TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region,% of total merchandise exports,TX.VAL.MRCH.WR.ZS,Weighted average,,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Merchandise exports to low- and middle-income economies within region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in the same World Bank region as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data. No figures are shown for high-income economies, because they are a separate category in the World Bank classification of economies.",Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,"The relative importance of intraregional trade is higher for both landlocked countries and small countries with close trade links to the largest regional economy. For most low- and middle-income economies - especially smaller ones - there is a ""geographic bias"" favoring intraregional trade. Despite the broad trend toward globalization and the reduction of trade barriers, the relative share of intraregional trade increased for most economies between 1999 and 2010. This is due partly to trade-related advantages, such as proximity, lower transport costs, increased knowledge from repeated interaction, and cultural and historical affinity. The direction of trade is also influenced by preferential trade agreements that a country has made with other economies. Though formal agreements on trade liberalization do not automatically increase trade, they nevertheless affect the direction of trade between the participating economies.",,"Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,Merchandise exports to low- and middle-income economies within region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in the same World Bank region as a percentage of total merchandise exports by the economy.,
109,TM.VAL.MRCH.WL.CD,TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),Merchandise imports by the reporting economy,current US$,TM.VAL.MRCH.WL.CD,Sum,,Merchandise imports by the reporting economy (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Merchandise imports by the reporting economy are the total merchandise imports by the reporting economy from the rest of the world, as reported in the IMF's Direction of trade database. Data are in current U.S. dollars.",Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,,,,,,,
110,TM.VAL.MRCH.OR.ZS,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region,% of total merchandise imports,TM.VAL.MRCH.OR.ZS,Weighted average,,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise imports from low- and middle-income economies outside region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in other World Bank regions according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,"Although global integration has increased, low- and middle-income economies still face trade barriers when accessing other markets.",,"Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,Merchandise imports from low- and middle-income economies outside region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in other World Bank regions according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,
111,IC.BUS.NREG,IC.BUS.NREG,New businesses registered (number),New businesses registered,number,IC.BUS.NREG,,"For cross-country comparability, only limited liability corporations that operate in the formal sector are included.",New businesses registered (number),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,New businesses registered are the number of new limited liability corporations (or its equivalent) registered in the calendar year.,Annual,World Bank's Entrepreneurship Database (https://www.worldbank.org/en/programs/entrepreneurship).,Private Sector & Trade: Business environment,"Entrepreneurship is a critical part of economic development and growth and important for the continued dynamism of the modern economy. To measure entrepreneurial activity, annual data is collected directly from 170 company registrars on the number of newly registered firms over the past seven years. The data shows the trends in new firm creation across regions, the relationship between entrepreneurship and the business environment and financial development, and the financial crisis' effect on the entrepreneurial activity in the formal sector.

Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.","To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.

The data collection process involves telephone interviews and email correspondence with business registries in 170 economies. The main sources of information for this study are national business registries. In a limited number of cases where the business registry was unable to provide the data - most often due to an absence of digitized registration systems - the Entrepreneurship Database uses other alternatives sources, such as statistical agencies, tax and labor agencies, chambers of commerce, and private vendors or publicly available data.

The units of measurement are private, formal sector companies with limited liability.","The definition of entrepreneurship used is limited to the formal sector. Yet, it should be noted that the exclusion of the informal sector is based on the difficulties of quantifying the number of firms that compose it, rather than on its relevance for developing economies. The Entrepreneurship Database facilitates the analysis of the growth of the formal private sector and the identification of factors that encourage firms to begin operations in or transition to the formal sector. Data is collected all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.

The Entrepreneurship Database is a critical source of data that facilitates the measurement of entrepreneurial activity across countries and over time. The data also allows for a deeper understanding of the relationship between new firm registration, the regulatory environment, and economic growth. Previous research using the Entrepreneurship Database has shown a significant relationship between the level of cost, time, and procedures required to start a business and new firm registration.

To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.",,,,
112,IC.WRH.PROC,IC.WRH.PROC,Procedures to build a warehouse (number),Procedures to build a warehouse,number,IC.WRH.PROC,Unweighted average,Data are presented for the survey year instead of publication year.,Procedures to build a warehouse (number),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Number of procedures to build a warehouse is the number of interactions of a company's employees or managers with external parties, including government agency staff, public inspectors, notaries, land registry and cadastre staff, and technical experts apart from architects and engineers.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,"The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

To build a simple commercial warehouse and connect it to water, sewerage and a fixed telephone line, many construction regulations are required. Construction regulation matters for public safety. If procedures are too complicated or costly, builders tend to proceed without a permit. By some estimates 60-80 percent of building projects in developing economies are undertaken without the proper permits and approvals. Good regulations help ensure the safety standards that protect the public while making the permitting process efficient, transparent and affordable. A procedure is any interaction of the building company’s employees, managers, or any party acting on behalf of the company, with external parties, including government agencies, notaries, the land registry, the cadastre, utility companies and public inspectors—and the hiring of external private inspectors and technical experts where needed. Interactions between company employees, such as development of the warehouse plans and inspections by the in-house engineer, are not counted as procedures. However, interactions with external parties that are required for the architect to prepare the plans and drawings (such as obtaining topographic or geological surveys), or to have such documents approved or stamped by external parties, are counted as procedures. Procedures that the company undergoes to connect the warehouse to water and sewerage are included. All procedures that are legally required and that are done in practice by the majority of companies to build a warehouse are counted, even if they may be avoided in exceptional cases. For example, obtaining technical conditions for electricity or a clearance of the electrical plans are counted as separate procedures if they are required for obtaining a building permit. Data starting in 2014 reflect the DB15-17 methodology change.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. Please also see: https://www.doingbusiness.org/en/methodology/dealing-with-construction-permits","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",,,,
113,IC.TAX.PRFT.CP.ZS,IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits),Profit tax,% of commercial profits,IC.TAX.PRFT.CP.ZS,Unweighted average,Data are presented for the survey year instead of publication year.,Profit tax (% of commercial profits),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Profit tax is the amount of taxes on profits paid by the business.,Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,"The total tax rate payable by businesses provides a comprehensive measure of the cost of all the taxes a business bears. It differs from the statutory tax rate, which is the factor applied to the tax base. In computing business tax rates, actual tax payable is divided by commercial profit.

Taxes are the main source of revenue for most governments. The sources of tax revenue and their relative contributions are determined by government policy choices about where and how to impose taxes and by changes in the structure of the economy. Tax policy may reflect concerns about distributional effects, economic efficiency (including corrections for externalities), and the practical problems of administering a tax system. There is no ideal level of taxation. But taxes influence incentives and thus the behavior of economic actors and the economy's competitiveness.","The data covering taxes payable by businesses, measure all taxes and contributions that are government mandated (at any level - federal, state, or local), apply to standardized businesses, and have an impact in their income statements. The taxes covered go beyond the definition of a tax for government national accounts (compulsory, unrequited payments to general government) and also measure any imposts that affect business accounts. The main differences are in labor contributions and value added taxes.

The data account for government-mandated contributions paid by the employer to a requited private pension fund or workers insurance fund but exclude value added taxes because they do not affect the accounting profits of the business - that is, they are not reflected in the income statement.","To make the data comparable across countries, several assumptions are made about businesses. The main assumptions are that they are limited liability companies, they operate in the country's most populous city, they are domestically owned, they perform general industrial or commercial activities, and they have certain levels of start-up capital, employees, and turnover. 

The Doing Business methodology on business taxes is consistent with the Total Tax Contribution framework developed by PricewaterhouseCoopers (now PwC), which measures the taxes that are borne by companies and that affect their income statements. However, PwC bases its calculation on data from the largest companies in the economy, while Doing Business focuses on a standardized medium-size company.",,,,
